id,subj,nseq,ntrialsubj,ntrialseq,lasttrial,H,I,D,event,R,P_group,pred_trials,AL,ALV,slat,linger,dwell
52,9,1,15,15,15,-0.879506460812006,0.263034405833794,0.000405407486289974,0,6.5792512120101,100,1,0,NaN,480,863,2623
53,9,2,16,1,15,-1.92192809488736,2,0.0780719051126377,0,0,60,0,2,0,1773,766,1719
53,9,2,17,2,15,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,60,1,0,0,1850,765,1727
53,9,2,18,3,15,-1.84237099317711,2.58496250072116,0.0633218643778377,0,0.693147180559945,60,0,0,0,1511,753,1869
53,9,2,19,4,15,-1.75,1.22239242133645,0.0148736716970261,0,1.79175946922805,60,1,0,0,1336,767,2140
53,9,2,20,5,15,-1.65774272650489,1,0.00892394016177785,0,3.17805383034795,60,1,0,0,520,738,2953
53,9,2,21,6,15,-1.76096404744368,3.16992500144231,0.0479969065549501,0,3.17805383034795,60,0,NaN,NaN,NaN,NaN,NaN
53,9,2,22,7,15,-1.68581570915303,1,0.00596978852304345,0,3.17805383034795,60,1,0,0,596,755,2799
53,9,2,23,8,15,-1.79248125036058,3.4594316186373,0.0411357845828078,0,1.79175946922805,60,0,0,0,1825,708,383
53,9,2,24,9,15,-1.72724860626392,1,0.00427254791507445,0,3.17805383034795,60,1,0,0,851,762,2530
53,9,2,25,10,15,-1.66449777920046,0.893084796083488,0.00316769776485714,0,3.17805383034795,60,1,0,0,441,968,2027
53,9,2,26,11,15,-1.72323142879762,2.8073549220576,0.0174568265933169,0,2.484906649788,60,0,0,0,1763,560,297
53,9,2,27,12,15,-1.78063906222957,2.90689059560852,0.0165710644937353,0,1.79175946922805,60,0,-1,0,1469,758,1893
53,9,2,28,13,15,-1.73222166376165,1,0.00249745363088484,0,1.79175946922805,60,1,0,0,539,764,2859
53,9,2,29,14,15,-1.68497744848673,0.917537839808027,0.00198400283305474,0,3.17805383034795,60,1,0,0,1310,744,1473
53,9,2,30,15,15,-1.74877259474022,3.16992500144231,0.0143599881125936,0,1.79175946922805,60,0,0,NaN,1801,548,247
54,9,3,31,1,5,-1.92192809488736,2,0.0780719051126377,0,0,80,0,3,0,1354,394,540
54,9,3,32,2,5,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,80,1,0,0,498,78,1080
54,9,3,33,3,5,-1.66449777920046,1,0.0147718639657485,0,1.79175946922805,80,1,-1,0,540,900,2823
54,9,3,34,4,5,-1.75,2.8073549220576,0.0573549220576041,0,1.79175946922805,80,0,0,0,1734,1100,1143
54,9,3,35,5,5,-1.65774272650489,1,0.00892394016177785,1,3.17805383034795,80,1,NaN,NaN,NaN,NaN,NaN
55,9,4,36,1,15,-1.92192809488736,2,0.0780719051126377,0,0,100,0,NaN,NaN,NaN,NaN,NaN
55,9,4,37,2,15,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,100,1,0,NaN,1100,736,2159
55,9,4,38,3,15,-1.66449777920046,1,0.0147718639657485,0,1.79175946922805,100,1,0,0,163,752,664
55,9,4,39,4,15,-1.5487949406954,0.807354922057604,0.00855998136220557,0,3.17805383034795,100,1,0,NaN,817,723,1893
55,9,4,40,5,15,-1.44661666762821,0.678071905112638,0.00543126911355016,0,4.78749174278205,100,1,1,1,493,734,2180
55,9,4,41,6,15,-1.35677964944704,0.584962500721156,0.00367160149046367,0,6.5792512120101,100,1,1,1,555,1048,2513
55,9,4,42,7,15,-1.27761343681912,0.514573172829758,0.00260198748089857,0,6.5792512120101,100,1,0,NaN,640,739,2279
55,9,4,43,8,15,-1.20751874963942,0.459431618637297,0.00191286899787533,0,6.5792512120101,100,1,0,0,558,739,2876
55,9,4,44,9,15,-1.14511041438158,0.415037499278844,0.00144823907625648,0,6.5792512120101,100,1,0,0,302,982,410
55,9,4,45,10,15,-1.08923007884258,0.37851162325373,0.00112327902986537,0,6.5792512120101,100,1,1,1,585,727,430
55,9,4,46,11,15,-1.03892059503159,0.347923303420307,0.000889032116172859,0,6.5792512120101,100,1,0,0,491,778,487
55,9,4,47,12,15,-0.993392729010363,0.321928094887362,0.000715834762216512,0,6.5792512120101,100,1,0,0,2206,1013,307
55,9,4,48,13,15,-0.951994081908783,0.299560281858908,0.000584973739729195,0,6.5792512120101,100,1,NaN,NaN,NaN,NaN,NaN
55,9,4,49,14,15,-0.914182838435214,0.280107919192735,0.00048423443378927,0,6.5792512120101,100,1,0,NaN,1526,493,467
55,9,4,50,15,15,-0.879506460812007,0.263034405833794,0.000405407486289972,0,6.5792512120101,100,1,-1,0,1288,868,957
56,9,5,51,1,15,-1.92192809488736,2,0.0780719051126377,0,0,80,0,2,0,1478,1084,160
56,9,5,52,2,15,-1.91829583405449,2.32192809488736,0.0702989274995393,0,0,80,0,1,0,1622,1059,1380
56,9,5,53,3,15,-1.84237099317711,1.58496250072116,0.0283057932583333,0,0.693147180559945,80,1,1,0,1256,735,2113
56,9,5,54,4,15,-1.75,1.22239242133645,0.0148736716970261,0,1.79175946922805,80,1,0,0,497,754,2860
56,9,5,55,5,15,-1.65774272650489,1,0.00892394016177785,0,3.17805383034795,80,1,-1,0,1497,900,1673
56,9,5,56,6,15,-1.57095059445467,0.84799690655495,0.00581755005522627,0,4.78749174278205,80,1,0,NaN,793,1093,2420
56,9,5,57,7,15,-1.68581570915303,3.32192809488736,0.0443146580682469,0,3.17805383034795,80,0,0,NaN,1268,1055,773
56,9,5,58,8,15,-1.61400546285422,0.874469117916141,0.00419803036240251,0,4.78749174278205,80,1,0,NaN,381,1034,154
56,9,5,59,9,15,-1.54659356429494,0.777607578663552,0.00307359977538463,0,4.78749174278205,80,1,0,NaN,487,-183,830
56,9,5,60,10,15,-1.48383170684469,0.700439718141092,0.00232229701068887,0,4.78749174278205,80,1,0,NaN,1085,678,1093
56,9,5,61,11,15,-1.60493559474313,3.8073549220576,0.0337976597824188,0,3.17805383034795,80,0,NaN,NaN,NaN,NaN,NaN
56,9,5,62,12,15,-1.5487949406954,0.736965594166206,0.00189252901167483,0,3.17805383034795,80,1,3,1,2125,738,967
56,9,5,63,13,15,-1.49606591154385,0.678071905112638,0.00151002705844209,0,4.78749174278205,80,1,0,NaN,1057,-57,386
56,9,5,64,14,15,-1.44661666762821,0.628031222613042,0.00122509453059963,0,4.78749174278205,80,1,0,NaN,940,889,50
56,9,5,65,15,15,-1.40025823261021,0.584962500721156,0.00100821570710418,0,4.78749174278205,80,1,0,NaN,244,44,257
57,9,6,66,1,11,-1.92192809488736,2,0.0780719051126377,0,0,60,0,3,0,2010,903,227
57,9,6,67,2,11,-1.91829583405449,2.32192809488736,0.0702989274995393,0,0,60,0,1,0,464,1088,300
57,9,6,68,3,11,-1.84237099317711,1.58496250072116,0.0283057932583333,0,0.693147180559945,60,1,0,0,1133,697,1064
57,9,6,69,4,11,-1.75,1.22239242133645,0.0148736716970261,0,1.79175946922805,60,1,0,NaN,547,547,380
57,9,6,70,5,11,-1.83659166810898,3,0.0522972207799098,0,1.79175946922805,60,0,0,NaN,1395,1081,1676
57,9,6,71,6,11,-1.76096404744368,1.16992500144231,0.00896095399863128,0,3.17805383034795,60,1,0,NaN,1439,933,464
57,9,6,72,7,11,-1.68581570915303,1,0.00596978852304345,0,3.17805383034795,60,1,0,NaN,1391,765,874
57,9,6,73,8,11,-1.72957395851362,2.4594316186373,0.0207097430964302,0,3.17805383034795,60,0,0,NaN,1611,741,1729
57,9,6,74,9,11,-1.83392721764183,3.58496250072116,0.0383689364262179,0,1.79175946922805,60,0,0,0,262,962,373
57,9,6,75,10,11,-1.77832835373141,1.11547721741994,0.0042810067517119,0,1.79175946922805,60,1,0,NaN,1145,472,393
57,9,6,76,11,11,-1.72323142879762,1,0.00320836801836343,1,3.17805383034795,60,1,0,NaN,1500,880,600
58,9,7,77,1,15,-1.92192809488736,2,0.0780719051126377,0,0,80,0,0,NaN,1208,1101,2053
58,9,7,78,2,15,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,80,1,0,NaN,498,756,393
58,9,7,79,3,15,-1.84237099317711,2.58496250072116,0.0633218643778377,0,0.693147180559945,80,0,0,0,1172,928,1713
58,9,7,80,4,15,-1.75,1.22239242133645,0.014873671697026,0,1.79175946922805,80,1,4,1,1501,1054,1357
58,9,7,81,5,15,-1.65774272650489,1,0.00892394016177784,0,3.17805383034795,80,1,0,NaN,385,1025,230
58,9,7,82,6,15,-1.57095059445467,0.84799690655495,0.00581755005522628,0,4.78749174278205,80,1,0,0,660,769,2603
58,9,7,83,7,15,-1.49111485005519,0.736965594166206,0.00401892619144098,0,4.78749174278205,80,1,0,NaN,921,1011,2320
58,9,7,84,8,15,-1.61400546285422,3.4594316186373,0.0411357845828078,0,3.17805383034795,80,0,4,1,1495,228,233
58,9,7,85,9,15,-1.54659356429494,0.777607578663552,0.00307359977538463,0,4.78749174278205,80,1,0,NaN,1095,1015,1766
58,9,7,86,10,15,-1.48383170684469,0.700439718141092,0.00232229701068887,0,4.78749174278205,80,1,0,NaN,446,754,2922
58,9,7,87,11,15,-1.42560519901694,0.637429920615292,0.00179972207911885,0,4.78749174278205,80,1,0,0,255,935,1986
58,9,7,88,12,15,-1.37164076218686,0.584962500721156,0.00142426818659878,0,4.78749174278205,80,1,0,0,354,1017,1579
58,9,7,89,13,15,-1.49606591154385,4,0.0301842175731901,0,3.17805383034795,80,0,0,0,1155,914,1793
58,9,7,90,14,15,-1.44661666762821,0.628031222613042,0.00122509453059963,0,4.78749174278205,80,1,0,0,503,560,1557
58,9,7,91,15,15,-1.40025823261021,0.584962500721156,0.00100821570710418,0,4.78749174278205,80,1,0,0,1054,1114,2396
59,9,8,92,1,6,-1.92192809488736,2,0.0780719051126377,0,0,60,0,NaN,NaN,NaN,NaN,NaN
59,9,8,93,2,6,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,60,1,NaN,NaN,NaN,NaN,NaN
59,9,8,94,3,6,-1.84237099317711,2.58496250072116,0.0633218643778377,0,0.693147180559945,60,0,0,0,1708,1028,1233
59,9,8,95,4,6,-1.90563906222957,2.8073549220576,0.0573549220576041,0,0.693147180559945,60,0,NaN,NaN,NaN,NaN,NaN
59,9,8,96,5,6,-1.83659166810898,1.41503749927884,0.0145361093482848,0,1.79175946922805,60,1,NaN,NaN,NaN,NaN,NaN
59,9,8,97,6,6,-1.76096404744368,1.16992500144231,0.00896095399863129,1,3.17805383034795,60,1,NaN,NaN,NaN,NaN,NaN
60,9,9,98,1,7,-1.92192809488736,2,0.0780719051126377,0,0,100,0,NaN,NaN,NaN,NaN,NaN
60,9,9,99,2,7,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,100,1,0,0,682,748,373
60,9,9,100,3,7,-1.66449777920046,1,0.0147718639657485,0,1.79175946922805,100,1,0,NaN,800,1127,184
60,9,9,101,4,7,-1.5487949406954,0.807354922057604,0.00855998136220558,0,3.17805383034795,100,1,0,NaN,1259,720,1823
60,9,9,102,5,7,-1.44661666762821,0.678071905112638,0.00543126911355016,0,4.78749174278205,100,1,0,NaN,1893,1056,900
60,9,9,103,6,7,-1.35677964944704,0.584962500721156,0.00367160149046367,0,6.5792512120101,100,1,2,0,1335,1042,1207
60,9,9,104,7,7,-1.27761343681912,0.514573172829758,0.00260198748089857,1,6.5792512120101,100,1,0,NaN,1830,726,1736
61,10,1,1,1,4,-1.92192809488736,2,0.0780719051126377,0,0,60,0,2,0,1075,828,909
61,10,1,2,2,4,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,60,1,0,NaN,1046,1102,1189
61,10,1,3,3,4,-1.84237099317711,2.58496250072116,0.0633218643778377,0,0.693147180559945,60,0,0,NaN,1682,811,629
61,10,1,4,4,4,-1.75,1.22239242133645,0.0148736716970261,1,1.79175946922805,60,1,0,NaN,1225,908,736
62,10,2,5,2,6,-1.92192809488736,2,0.0780719051126377,0,0,80,1,0,NaN,1165,764,2116
62,10,2,6,3,6,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,80,1,0,0,1447,867,1733
62,10,2,7,4,6,-1.84237099317711,2.58496250072116,0.0633218643778377,0,0.693147180559945,80,0,NaN,NaN,NaN,NaN,NaN
62,10,2,8,5,6,-1.75,1.22239242133645,0.0148736716970261,0,1.79175946922805,80,1,0,NaN,1191,624,933
62,10,2,9,6,6,-1.65774272650489,1,0.00892394016177785,1,3.17805383034795,80,1,0,NaN,1608,841,80
63,10,3,10,1,4,-1.92192809488736,2,0.0780719051126377,0,0,80,0,NaN,NaN,NaN,NaN,NaN
63,10,3,11,2,4,-1.91829583405449,2.32192809488736,0.0702989274995393,0,0,80,0,0,NaN,1365,808,943
63,10,3,12,3,4,-1.84237099317711,1.58496250072116,0.0283057932583333,0,0.693147180559945,80,1,0,0,1275,878,1103
63,10,3,13,4,4,-1.75,1.22239242133645,0.0148736716970261,1,1.79175946922805,80,1,0,NaN,1272,482,710
64,10,4,17,1,8,-1.92192809488736,2,0.0780719051126377,0,0,80,0,NaN,NaN,NaN,NaN,NaN
64,10,4,18,2,8,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,80,1,NaN,NaN,NaN,NaN,NaN
64,10,4,19,3,8,-1.66449777920046,1,0.0147718639657485,0,1.79175946922805,80,1,0,NaN,1597,657,560
64,10,4,20,4,8,-1.5487949406954,0.807354922057604,0.00855998136220558,0,3.17805383034795,80,1,NaN,NaN,NaN,NaN,NaN
64,10,4,21,5,8,-1.65774272650489,3,0.0522972207799099,0,3.17805383034795,80,0,NaN,NaN,NaN,NaN,NaN
64,10,4,22,6,8,-1.57095059445467,0.84799690655495,0.00581755005522627,0,4.78749174278205,80,1,-1,0,1594,894,1033
64,10,4,23,7,8,-1.49111485005519,0.736965594166206,0.00401892619144098,0,4.78749174278205,80,1,0,NaN,1542,759,717
64,10,4,24,8,8,-1.41829583405449,0.652076696579693,0.00289916987773837,1,4.78749174278205,80,1,NaN,NaN,NaN,NaN,NaN
65,11,1,1,1,9,-1.92192809488736,2,0.0780719051126377,0,0,100,0,0,NaN,695,767,2279
65,11,1,2,2,9,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,100,1,0,NaN,381,767,2793
65,11,1,3,3,9,-1.66449777920046,1,0.0147718639657485,0,1.79175946922805,100,1,0,NaN,722,767,2407
65,11,1,4,4,9,-1.5487949406954,0.807354922057604,0.00855998136220558,0,3.17805383034795,100,1,0,NaN,743,765,2330
65,11,1,5,5,9,-1.44661666762821,0.678071905112638,0.00543126911355016,0,4.78749174278205,100,1,0,NaN,1614,954,1423
65,11,1,6,6,9,-1.35677964944704,0.584962500721156,0.00367160149046367,0,6.5792512120101,100,1,0,NaN,1112,765,1153
65,11,1,7,7,9,-1.27761343681912,0.514573172829758,0.00260198748089857,0,6.5792512120101,100,1,NaN,NaN,NaN,NaN,NaN
65,11,1,8,8,9,-1.20751874963942,0.459431618637297,0.00191286899787533,0,6.5792512120101,100,1,0,NaN,622,767,2653
65,11,1,9,9,9,-1.14511041438158,0.415037499278844,0.00144823907625648,0,6.5792512120101,100,1,0,0,488,752,619
66,11,2,10,1,15,-1.92192809488736,2,0.0780719051126377,0,0,60,0,0,NaN,1056,767,1856
66,11,2,11,2,15,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,60,1,0,NaN,975,766,2166
66,11,2,12,3,15,-1.84237099317711,2.58496250072116,0.0633218643778377,0,0.693147180559945,60,0,0,NaN,819,767,3849
66,11,2,13,4,15,-1.75,1.22239242133645,0.0148736716970261,0,1.79175946922805,60,1,0,NaN,823,767,2126
66,11,2,14,5,15,-1.65774272650489,1,0.00892394016177785,0,3.17805383034795,60,1,NaN,NaN,NaN,NaN,NaN
66,11,2,15,6,15,-1.76096404744368,3.16992500144231,0.0479969065549501,0,3.17805383034795,60,0,0,NaN,464,766,2587
66,11,2,16,7,15,-1.68581570915303,1,0.00596978852304345,0,3.17805383034795,60,1,0,NaN,1170,770,1809
66,11,2,17,8,15,-1.79248125036058,3.4594316186373,0.0411357845828078,0,1.79175946922805,60,0,0,NaN,2119,829,847
66,11,2,18,9,15,-1.72724860626392,1,0.00427254791507445,0,3.17805383034795,60,1,0,NaN,1557,2204,2147
66,11,2,19,10,15,-1.66449777920046,0.893084796083488,0.00316769776485714,0,3.17805383034795,60,1,NaN,NaN,NaN,NaN,NaN
66,11,2,20,11,15,-1.72323142879762,2.8073549220576,0.0174568265933169,0,2.484906649788,60,0,NaN,NaN,NaN,NaN,NaN
66,11,2,21,12,15,-1.78063906222957,2.90689059560852,0.0165710644937353,0,1.79175946922805,60,0,NaN,NaN,NaN,NaN,NaN
66,11,2,22,13,15,-1.73222166376165,1,0.00249745363088484,0,1.79175946922805,60,1,NaN,NaN,NaN,NaN,NaN
66,11,2,23,14,15,-1.68497744848673,0.917537839808027,0.00198400283305474,0,3.17805383034795,60,1,NaN,NaN,NaN,NaN,NaN
66,11,2,24,15,15,-1.74877259474022,3.16992500144231,0.0143599881125936,0,1.79175946922805,60,0,NaN,NaN,NaN,NaN,NaN
67,11,3,25,1,14,-1.92192809488736,2,0.0780719051126377,0,0,80,0,0,NaN,2252,1082,730
67,11,3,26,2,14,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,80,1,0,NaN,1049,749,1856
67,11,3,27,3,14,-1.66449777920046,1,0.0147718639657485,0,1.79175946922805,80,1,NaN,NaN,NaN,NaN,NaN
67,11,3,28,4,14,-1.75,2.8073549220576,0.0573549220576041,0,1.79175946922805,80,0,NaN,NaN,NaN,NaN,NaN
67,11,3,29,5,14,-1.65774272650489,1,0.00892394016177785,0,3.17805383034795,80,1,2,1,-169,768,3103
67,11,3,30,6,14,-1.57095059445467,0.84799690655495,0.00581755005522627,0,4.78749174278205,80,1,2,1,-104,768,2963
67,11,3,31,7,14,-1.49111485005519,0.736965594166206,0.00401892619144098,0,4.78749174278205,80,1,2,1,-117,-957,660
67,11,3,32,8,14,-1.41829583405449,0.652076696579693,0.00289916987773837,0,4.78749174278205,80,1,1,0,790,751,2126
67,11,3,33,9,14,-1.54659356429494,3.58496250072116,0.038368936426218,0,3.17805383034795,80,0,NaN,NaN,NaN,NaN,NaN
67,11,3,34,10,14,-1.48383170684469,0.700439718141092,0.00232229701068887,0,4.78749174278205,80,1,NaN,NaN,NaN,NaN,NaN
67,11,3,35,11,14,-1.42560519901694,0.637429920615292,0.00179972207911885,0,4.78749174278205,80,1,NaN,NaN,NaN,NaN,NaN
67,11,3,36,12,14,-1.37164076218686,0.584962500721156,0.00142426818659878,0,4.78749174278205,80,1,NaN,NaN,NaN,NaN,NaN
67,11,3,37,13,14,-1.49606591154385,4,0.0301842175731901,0,3.17805383034795,80,0,NaN,NaN,NaN,NaN,NaN
67,11,3,38,14,14,-1.44661666762821,0.628031222613042,0.00122509453059963,1,3.17805383034795,80,1,NaN,NaN,NaN,NaN,NaN
68,11,4,39,1,15,-1.92192809488736,2,0.0780719051126377,0,0,100,0,NaN,NaN,NaN,NaN,NaN
68,11,4,40,2,15,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,100,1,NaN,NaN,NaN,NaN,NaN
68,11,4,41,3,15,-1.66449777920046,1,0.0147718639657485,0,1.79175946922805,100,1,NaN,NaN,NaN,NaN,NaN
68,11,4,42,4,15,-1.5487949406954,0.807354922057604,0.00855998136220557,0,3.17805383034795,100,1,NaN,NaN,NaN,NaN,NaN
68,11,4,43,5,15,-1.44661666762821,0.678071905112638,0.00543126911355016,0,4.78749174278205,100,1,NaN,NaN,NaN,NaN,NaN
68,11,4,44,6,15,-1.35677964944704,0.584962500721156,0.00367160149046367,0,6.5792512120101,100,1,NaN,NaN,NaN,NaN,NaN
68,11,4,45,7,15,-1.27761343681912,0.514573172829758,0.00260198748089857,0,6.5792512120101,100,1,4,0,896,766,77
68,11,4,46,8,15,-1.20751874963942,0.459431618637297,0.00191286899787533,0,6.5792512120101,100,1,NaN,NaN,NaN,NaN,NaN
68,11,4,47,9,15,-1.14511041438158,0.415037499278844,0.00144823907625648,0,6.5792512120101,100,1,NaN,NaN,NaN,NaN,NaN
68,11,4,48,10,15,-1.08923007884258,0.37851162325373,0.00112327902986537,0,6.5792512120101,100,1,NaN,NaN,NaN,NaN,NaN
68,11,4,49,11,15,-1.03892059503159,0.347923303420307,0.000889032116172859,0,6.5792512120101,100,1,NaN,NaN,NaN,NaN,NaN
68,11,4,50,12,15,-0.993392729010363,0.321928094887362,0.000715834762216512,0,6.5792512120101,100,1,NaN,NaN,NaN,NaN,NaN
68,11,4,51,13,15,-0.951994081908783,0.299560281858908,0.000584973739729195,0,6.5792512120101,100,1,NaN,NaN,NaN,NaN,NaN
68,11,4,52,14,15,-0.914182838435214,0.280107919192735,0.00048423443378927,0,6.5792512120101,100,1,NaN,NaN,NaN,NaN,NaN
68,11,4,53,15,15,-0.879506460812007,0.263034405833794,0.000405407486289972,0,6.5792512120101,100,1,NaN,NaN,NaN,NaN,NaN
69,11,5,54,1,9,-1.92192809488736,2,0.0780719051126377,0,0,80,0,4,1,-93,-793,800
69,11,5,55,2,9,-1.91829583405449,2.32192809488736,0.0702989274995393,0,0,80,0,NaN,NaN,NaN,NaN,NaN
69,11,5,56,3,9,-1.84237099317711,1.58496250072116,0.0283057932583333,0,0.693147180559945,80,1,NaN,NaN,NaN,NaN,NaN
69,11,5,57,4,9,-1.75,1.22239242133645,0.0148736716970261,0,1.79175946922805,80,1,NaN,NaN,NaN,NaN,NaN
69,11,5,58,5,9,-1.65774272650489,1,0.00892394016177785,0,3.17805383034795,80,1,NaN,NaN,NaN,NaN,NaN
69,11,5,59,6,9,-1.57095059445467,0.84799690655495,0.00581755005522627,0,4.78749174278205,80,1,NaN,NaN,NaN,NaN,NaN
69,11,5,60,7,9,-1.68581570915303,3.32192809488736,0.0443146580682469,0,3.17805383034795,80,0,NaN,NaN,NaN,NaN,NaN
69,11,5,61,8,9,-1.61400546285422,0.874469117916141,0.00419803036240251,0,4.78749174278205,80,1,NaN,NaN,NaN,NaN,NaN
69,11,5,62,9,9,-1.54659356429494,0.777607578663552,0.00307359977538463,1,4.78749174278205,80,1,NaN,NaN,NaN,NaN,NaN
70,11,6,63,1,8,-1.92192809488736,2,0.0780719051126377,0,0,60,0,NaN,NaN,NaN,NaN,NaN
70,11,6,64,2,8,-1.91829583405449,2.32192809488736,0.0702989274995393,0,0,60,0,NaN,NaN,NaN,NaN,NaN
70,11,6,65,3,8,-1.84237099317711,1.58496250072116,0.0283057932583333,0,0.693147180559945,60,1,NaN,NaN,NaN,NaN,NaN
70,11,6,66,4,8,-1.75,1.22239242133645,0.0148736716970261,0,1.79175946922805,60,1,NaN,NaN,NaN,NaN,NaN
70,11,6,67,5,8,-1.83659166810898,3,0.0522972207799098,0,1.79175946922805,60,0,NaN,NaN,NaN,NaN,NaN
70,11,6,68,6,8,-1.76096404744368,1.16992500144231,0.00896095399863128,0,3.17805383034795,60,1,NaN,NaN,NaN,NaN,NaN
70,11,6,69,7,8,-1.68581570915303,1,0.00596978852304345,0,3.17805383034795,60,1,NaN,NaN,NaN,NaN,NaN
70,11,6,70,8,8,-1.72957395851362,2.4594316186373,0.0207097430964302,1,3.17805383034795,60,0,NaN,NaN,NaN,NaN,NaN
71,11,7,71,1,6,-1.92192809488736,2,0.0780719051126377,0,0,80,0,NaN,NaN,NaN,NaN,NaN
71,11,7,72,2,6,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,80,1,NaN,NaN,NaN,NaN,NaN
71,11,7,73,3,6,-1.84237099317711,2.58496250072116,0.0633218643778377,0,0.693147180559945,80,0,0,NaN,827,716,1969
71,11,7,74,4,6,-1.75,1.22239242133645,0.014873671697026,0,1.79175946922805,80,1,NaN,NaN,NaN,NaN,NaN
71,11,7,75,5,6,-1.65774272650489,1,0.00892394016177784,0,3.17805383034795,80,1,NaN,NaN,NaN,NaN,NaN
71,11,7,76,6,6,-1.57095059445467,0.84799690655495,0.00581755005522628,1,4.78749174278205,80,1,NaN,NaN,NaN,NaN,NaN
72,11,8,77,1,6,-1.92192809488736,2,0.0780719051126377,0,0,60,0,NaN,NaN,NaN,NaN,NaN
72,11,8,78,2,6,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,60,1,NaN,NaN,NaN,NaN,NaN
72,11,8,79,3,6,-1.84237099317711,2.58496250072116,0.0633218643778377,0,0.693147180559945,60,0,NaN,NaN,NaN,NaN,NaN
72,11,8,80,4,6,-1.90563906222957,2.8073549220576,0.0573549220576041,0,0.693147180559945,60,0,NaN,NaN,NaN,NaN,NaN
72,11,8,81,5,6,-1.83659166810898,1.41503749927884,0.0145361093482848,0,1.79175946922805,60,1,NaN,NaN,NaN,NaN,NaN
72,11,8,82,6,6,-1.76096404744368,1.16992500144231,0.00896095399863129,1,3.17805383034795,60,1,0,NaN,1707,733,1557
73,12,1,1,1,15,-1.92192809488736,2,0.0780719051126377,0,0,100,0,NaN,NaN,NaN,NaN,NaN
73,12,1,2,2,15,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,100,1,NaN,NaN,NaN,NaN,NaN
73,12,1,3,3,15,-1.66449777920046,1,0.0147718639657485,0,1.79175946922805,100,1,NaN,NaN,NaN,NaN,NaN
73,12,1,4,4,15,-1.5487949406954,0.807354922057604,0.00855998136220558,0,3.17805383034795,100,1,NaN,NaN,NaN,NaN,NaN
73,12,1,5,5,15,-1.44661666762821,0.678071905112638,0.00543126911355016,0,4.78749174278205,100,1,NaN,NaN,NaN,NaN,NaN
73,12,1,6,6,15,-1.35677964944704,0.584962500721156,0.00367160149046367,0,6.5792512120101,100,1,0,NaN,1597,764,1746
73,12,1,7,7,15,-1.27761343681912,0.514573172829758,0.00260198748089857,0,6.5792512120101,100,1,0,0,682,760,2366
73,12,1,8,8,15,-1.20751874963942,0.459431618637297,0.00191286899787533,0,6.5792512120101,100,1,0,NaN,2019,889,1083
73,12,1,9,9,15,-1.14511041438158,0.415037499278844,0.00144823907625648,0,6.5792512120101,100,1,0,NaN,1905,1061,110
73,12,1,10,10,15,-1.08923007884258,0.37851162325373,0.00112327902986537,0,6.5792512120101,100,1,0,NaN,1743,556,313
73,12,1,11,11,15,-1.03892059503159,0.347923303420307,0.000889032116172857,0,6.5792512120101,100,1,-1,0,753,752,2796
73,12,1,12,12,15,-0.993392729010363,0.321928094887362,0.000715834762216511,0,6.5792512120101,100,1,-1,0,604,731,2803
73,12,1,13,13,15,-0.951994081908783,0.299560281858908,0.000584973739729195,0,6.5792512120101,100,1,0,0,1746,949,1553
73,12,1,14,14,15,-0.914182838435214,0.280107919192735,0.000484234433789272,0,6.5792512120101,100,1,-1,0,650,747,2846
73,12,1,15,15,15,-0.879506460812006,0.263034405833794,0.000405407486289974,0,6.5792512120101,100,1,-1,0,781,763,0
74,12,2,16,1,4,-1.92192809488736,2,0.0780719051126377,0,0,80,0,0,NaN,1387,957,1850
74,12,2,17,2,4,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,80,1,0,NaN,595,766,2853
74,12,2,18,3,4,-1.66449777920046,1,0.0147718639657485,0,1.79175946922805,80,1,NaN,NaN,NaN,NaN,NaN
74,12,2,19,4,4,-1.75,2.8073549220576,0.0573549220576041,0,1.79175946922805,80,0,0,NaN,1549,325,276
75,12,3,20,1,11,-1.92192809488736,2,0.0780719051126377,0,0,100,0,NaN,NaN,NaN,NaN,NaN
75,12,3,21,2,11,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,100,1,4,1,1087,90,503
75,12,3,22,3,11,-1.66449777920046,1,0.0147718639657485,0,1.79175946922805,100,1,0,NaN,1652,479,327
