id,subj,nseq,ntrialsubj,ntrialseq,lasttrial,H,I,D,event,R,P_group,pred_trials,AL,ALV,slat,linger,dwell
2,1,2,29,14,15,-1.68497744848673,0.917537839808027,0.00198400283305474,0,3.17805383034795,60,1,1,0,373,-40,1087
2,1,2,30,15,15,-1.74877259474022,3.16992500144231,0.0143599881125936,0,1.79175946922805,60,0,0,NaN,386,-14,1100
3,1,3,31,1,15,-1.92192809488736,2,0.0780719051126377,0,0,80,0,0,NaN,669,756,1587
3,1,3,32,2,15,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,80,1,0,NaN,449,399,1450
3,1,3,33,3,15,-1.66449777920046,1,0.0147718639657485,0,1.79175946922805,80,1,0,NaN,1192,886,1194
3,1,3,34,4,15,-1.75,2.8073549220576,0.0573549220576041,0,1.79175946922805,80,0,0,NaN,355,762,1907
3,1,3,35,5,15,-1.65774272650489,1,0.00892394016177785,0,3.17805383034795,80,1,0,NaN,592,798,1706
3,1,3,36,6,15,-1.57095059445467,0.84799690655495,0.00581755005522627,0,4.78749174278205,80,1,0,NaN,997,696,1199
3,1,3,37,7,15,-1.49111485005519,0.736965594166206,0.00401892619144098,0,4.78749174278205,80,1,0,NaN,1539,751,1199
3,1,3,38,8,15,-1.41829583405449,0.652076696579693,0.00289916987773837,0,4.78749174278205,80,1,0,NaN,1362,412,550
3,1,3,39,9,15,-1.54659356429494,3.58496250072116,0.038368936426218,0,3.17805383034795,80,0,1,0,-64,585,2149
3,1,3,40,10,15,-1.48383170684469,0.700439718141092,0.00232229701068887,0,4.78749174278205,80,1,NaN,NaN,NaN,NaN,NaN
3,1,3,41,11,15,-1.42560519901694,0.637429920615292,0.00179972207911885,0,4.78749174278205,80,1,0,NaN,530,37,1007
3,1,3,42,12,15,-1.37164076218686,0.584962500721156,0.00142426818659878,0,4.78749174278205,80,1,0,NaN,423,-198,879
3,1,3,43,13,15,-1.49606591154385,4,0.0301842175731901,0,3.17805383034795,80,0,0,NaN,889,756,1367
3,1,3,44,14,15,-1.44661666762821,0.628031222613042,0.00122509453059963,0,3.17805383034795,80,1,0,NaN,374,1007,463
3,1,3,45,15,15,-1.40025823261021,0.584962500721156,0.00100821570710418,1,4.78749174278205,80,1,0,NaN,1063,1349,1786
4,1,4,46,1,10,-1.92192809488736,2,0.0780719051126377,0,0,100,0,0,NaN,656,1106,1950
4,1,4,47,2,10,-1.79248125036058,1.32192809488736,0.0294468445267842,0,0.693147180559945,100,1,0,NaN,490,992,2002
4,1,4,48,3,10,-1.66449777920046,1,0.0147718639657485,0,1.79175946922805,100,1,1,0,797,497,1200
4,1,4,49,4,10,-1.5487949406954,0.807354922057604,0.00855998136220557,0,3.17805383034795,100,1,4,0,1153,426,773
4,1,4,50,5,10,-1.44661666762821,0.678071905112638,0.00543126911355016,0,4.78749174278205,100,1,2,0,1301,418,617
4,1,4,51,6,10,-1.35677964944704,0.584962500721156,0.00367160149046367,0,6.5792512120101,100,1,4,0,761,750,483
4,1,4,52,7,10,-1.27761343681912,0.514573172829758,0.00260198748089857,0,6.5792512120101,100,1,2,0,766,766,1500
