,mean,sd,hdi_5.5%,hdi_94.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
SL0[81],0.346,0.083,0.212,0.479,0.0,0.0,50426.157,49154.982,
SL0[82],0.886,0.196,0.573,1.198,0.001,0.001,49750.168,48825.702,
SL0[83],-0.08,0.096,-0.239,0.068,0.0,0.0,49834.496,49259.634,
SL0[84],0.149,0.11,-0.026,0.325,0.001,0.0,48255.088,48626.386,
SL0[85],-0.296,0.107,-0.467,-0.128,0.0,0.0,49998.88,49423.798,
SL0[86],0.693,0.141,0.472,0.921,0.001,0.0,49388.969,49060.264,
SL0[87],0.434,0.11,0.26,0.61,0.0,0.0,49158.19,49030.675,
SL0[88],0.536,0.092,0.387,0.68,0.0,0.0,49359.992,49376.86,
SL0[89],0.833,0.261,0.424,1.261,0.001,0.001,48798.949,49592.641,
SL0[90],0.628,0.077,0.504,0.751,0.0,0.0,49865.925,49675.411,
SL0[91],0.494,0.079,0.37,0.62,0.0,0.0,49340.862,48681.158,
SL0[92],0.786,0.109,0.615,0.962,0.0,0.0,50136.502,50175.436,
SL0[93],0.568,0.102,0.405,0.73,0.0,0.0,49875.116,49480.141,
SL0[94],0.275,0.099,0.121,0.437,0.0,0.0,49928.182,50043.303,
SL0[95],0.506,0.078,0.383,0.634,0.0,0.0,50421.849,49221.544,
SL0[96],0.47,0.059,0.376,0.564,0.0,0.0,50417.528,49347.773,
SL0[97],0.869,0.263,0.46,1.301,0.001,0.001,49235.371,48155.731,
SL0[98],-0.272,0.101,-0.428,-0.106,0.0,0.0,48308.118,50086.788,
SL0[99],0.262,0.232,-0.102,0.644,0.001,0.001,49024.522,49347.207,
SL0[100],0.561,0.104,0.397,0.729,0.0,0.0,49979.489,47458.614,
SL0[101],0.603,0.097,0.449,0.759,0.0,0.0,50663.096,49254.806,
SL0[102],0.54,0.135,0.321,0.753,0.001,0.0,49763.156,49153.506,
SL0[103],0.577,0.096,0.423,0.732,0.0,0.0,49069.113,48646.191,
SL0[104],0.861,0.121,0.672,1.057,0.001,0.0,50732.054,50105.517,
SL0[105],0.505,0.124,0.313,0.707,0.001,0.0,49279.838,49379.671,
SL0[106],0.796,0.149,0.561,1.036,0.001,0.0,49436.511,48580.788,
SL0[107],0.546,0.093,0.397,0.694,0.0,0.0,48307.546,49708.573,
SL0[108],-0.209,0.11,-0.386,-0.034,0.0,0.0,49628.052,48013.912,
SL0[109],0.654,0.181,0.359,0.939,0.001,0.001,50833.804,49733.44,
SL0[110],0.586,0.086,0.447,0.722,0.0,0.0,49931.624,49930.398,
SL0[111],0.727,0.068,0.616,0.834,0.0,0.0,48819.472,48361.935,
SL0[112],0.067,0.115,-0.114,0.251,0.001,0.0,50078.259,50091.82,
SL0[113],0.647,0.12,0.46,0.843,0.001,0.0,50339.542,49565.944,
SL0[114],0.467,0.092,0.318,0.615,0.0,0.0,49992.652,49503.709,
SL0[115],0.534,0.154,0.294,0.787,0.001,0.0,50458.192,50219.336,
SL0[116],0.545,0.101,0.381,0.705,0.0,0.0,49847.547,49796.058,
SL0[117],0.075,0.101,-0.093,0.228,0.0,0.0,50360.272,49628.021,
SL0[118],0.203,0.081,0.076,0.333,0.0,0.0,49293.457,49432.721,
SL0[119],0.591,0.097,0.437,0.746,0.0,0.0,49678.452,50046.345,
SL0[120],0.287,0.149,0.043,0.518,0.001,0.0,48553.546,49536.327,
SL0[121],0.495,0.081,0.368,0.625,0.0,0.0,49349.552,49606.041,
SL0[122],0.794,0.125,0.601,1.002,0.001,0.0,48669.316,48812.145,
SL0[123],0.656,0.133,0.451,0.875,0.001,0.0,49087.698,48690.855,
SL0[124],0.727,0.08,0.598,0.853,0.0,0.0,50302.654,49595.367,
SL0[125],0.729,0.08,0.596,0.853,0.0,0.0,47832.616,49052.004,
SL0[126],0.864,0.122,0.67,1.059,0.001,0.0,49141.311,50040.739,
SL0[127],0.57,0.119,0.383,0.763,0.001,0.0,49907.601,49387.309,
SL0[128],0.899,0.083,0.771,1.033,0.0,0.0,50321.824,49920.007,
SL0[129],0.755,0.075,0.638,0.877,0.0,0.0,49935.709,49787.782,
SL0[130],0.952,0.131,0.744,1.159,0.001,0.0,48918.036,49378.026,
SL0[131],0.489,0.15,0.247,0.725,0.001,0.0,49458.08,49462.676,
SL0[132],0.194,0.185,-0.1,0.492,0.001,0.001,49764.397,49601.562,
SL0[133],0.862,0.131,0.654,1.071,0.001,0.0,50074.199,50066.609,
SL0[134],0.625,0.123,0.426,0.819,0.001,0.0,50123.29,48107.919,
SL0[135],0.439,0.064,0.34,0.544,0.0,0.0,49371.494,49539.141,
SL0[136],0.383,0.099,0.226,0.541,0.0,0.0,48372.35,48631.897,
SL0[137],0.647,0.101,0.485,0.806,0.0,0.0,50485.126,50467.058,
SL0[138],0.484,0.089,0.338,0.624,0.0,0.0,50393.544,49573.435,
SL0[139],0.532,0.096,0.382,0.688,0.0,0.0,49924.808,47976.067,
SL0[140],0.759,0.098,0.599,0.914,0.0,0.0,49394.497,47856.123,
SL0[141],0.664,0.078,0.541,0.792,0.0,0.0,49640.324,47120.648,
SL0[142],0.673,0.161,0.416,0.93,0.001,0.001,49753.305,48984.32,
SL0[143],0.189,0.137,-0.028,0.412,0.001,0.0,49025.919,48759.268,
SL0[144],0.828,0.15,0.591,1.068,0.001,0.0,49507.182,49285.913,
SL1[0],-0.228,0.173,-0.499,0.052,0.001,0.001,48848.324,49717.936,
SL1[1],-0.007,0.116,-0.189,0.181,0.001,0.0,48628.035,50059.479,
SL1[2],-0.183,0.104,-0.352,-0.019,0.0,0.0,49661.09,49649.862,
SL1[3],-0.063,0.151,-0.311,0.173,0.001,0.0,50042.682,48644.047,
SL1[4],0.133,0.156,-0.115,0.382,0.001,0.0,50046.08,50129.888,
SL1[5],-0.463,0.107,-0.635,-0.293,0.0,0.0,50449.255,50088.547,
SL1[6],-0.183,0.122,-0.381,0.009,0.001,0.0,49399.465,49553.632,
SL1[7],0.043,0.116,-0.138,0.233,0.001,0.0,50058.719,49067.08,
SL1[8],-0.175,0.06,-0.271,-0.081,0.0,0.0,49437.785,49422.169,
SL1[9],0.021,0.101,-0.142,0.18,0.0,0.0,49499.944,48797.673,
SL1[10],0.095,0.101,-0.065,0.258,0.0,0.0,48809.137,48340.645,
SL1[11],-0.462,0.14,-0.688,-0.24,0.001,0.0,49440.963,49544.582,
SL1[12],-0.29,0.099,-0.447,-0.132,0.0,0.0,49468.452,49461.942,
SL1[13],-0.344,0.1,-0.508,-0.189,0.0,0.0,48260.506,48678.411,
SL1[14],-0.681,0.12,-0.877,-0.494,0.001,0.0,49038.524,49273.12,
SL1[15],0.153,0.113,-0.028,0.332,0.001,0.0,50448.748,50433.844,
SL1[16],0.195,0.25,-0.2,0.599,0.001,0.001,49367.281,49928.791,
SL1[17],-0.265,0.112,-0.441,-0.084,0.001,0.0,49687.911,48423.4,
SL1[18],0.223,0.122,0.028,0.418,0.001,0.0,49855.395,49791.078,
SL1[19],-0.327,0.129,-0.528,-0.119,0.001,0.0,50395.723,48745.754,
SL1[20],-0.228,0.104,-0.394,-0.064,0.0,0.0,48952.028,49904.083,
SL1[21],-0.14,0.11,-0.315,0.037,0.0,0.0,50317.259,49667.339,
SL1[22],-0.181,0.176,-0.461,0.102,0.001,0.001,49732.719,48761.655,
SL1[23],-0.202,0.128,-0.403,0.005,0.001,0.0,50092.179,49194.575,
SL1[24],-0.455,0.162,-0.72,-0.2,0.001,0.001,49133.612,49148.253,
SL1[25],0.205,0.198,-0.111,0.519,0.001,0.001,51203.399,48563.768,
SL1[26],-0.179,0.101,-0.338,-0.015,0.0,0.0,49741.508,48741.961,
SL1[27],-0.096,0.083,-0.229,0.037,0.0,0.0,48881.667,49547.097,
SL1[28],0.033,0.112,-0.146,0.213,0.001,0.0,49181.862,49421.348,
SL1[29],-0.26,0.117,-0.447,-0.071,0.001,0.0,49888.932,48236.379,
SL1[30],-0.064,0.11,-0.243,0.108,0.0,0.0,49938.966,49067.598,
SL1[31],-0.123,0.127,-0.324,0.081,0.001,0.0,48482.326,47893.202,
SL1[32],0.007,0.192,-0.313,0.302,0.001,0.001,47342.873,49877.439,
SL1[33],-1.226,0.228,-1.589,-0.861,0.001,0.001,48779.956,48969.909,
SL1[34],-0.555,0.159,-0.813,-0.303,0.001,0.001,49864.625,49542.987,
SL1[35],-0.376,0.108,-0.545,-0.199,0.0,0.0,48733.879,48779.813,
SL1[36],0.14,0.18,-0.145,0.43,0.001,0.001,49589.424,48656.964,
SL1[37],-0.245,0.187,-0.538,0.056,0.001,0.001,50208.127,49665.959,
SL1[38],0.107,0.16,-0.152,0.36,0.001,0.001,50072.294,49793.782,
SL1[39],-0.327,0.101,-0.491,-0.169,0.0,0.0,47227.158,48952.585,
SL1[40],0.075,0.086,-0.064,0.212,0.0,0.0,49676.638,49845.313,
SL1[41],0.129,0.089,-0.013,0.272,0.0,0.0,50463.896,48617.21,
SL1[42],-0.445,0.088,-0.583,-0.301,0.0,0.0,50604.26,49627.826,
SL1[43],-0.164,0.108,-0.335,0.009,0.0,0.0,50266.631,49296.686,
SL1[44],0.113,0.135,-0.104,0.326,0.001,0.0,50327.351,49266.051,
SL1[45],0.022,0.11,-0.156,0.196,0.0,0.0,49527.086,48182.773,
SL1[46],0.134,0.243,-0.257,0.52,0.001,0.001,50026.574,48658.511,
SL1[47],0.299,0.109,0.124,0.471,0.0,0.0,50268.075,50129.644,
SL1[48],-0.203,0.079,-0.325,-0.075,0.0,0.0,50337.15,49621.54,
SL1[49],-0.048,0.16,-0.302,0.208,0.001,0.001,49956.674,48219.733,
SL1[50],-0.21,0.092,-0.355,-0.062,0.0,0.0,50190.48,47616.339,
SL1[51],0.042,0.196,-0.271,0.353,0.001,0.001,49582.429,49830.921,
SL1[52],-0.447,0.076,-0.567,-0.322,0.0,0.0,49298.816,49552.125,
SL1[53],-0.716,0.123,-0.915,-0.519,0.001,0.0,49820.177,49623.432,
SL1[54],0.187,0.2,-0.134,0.504,0.001,0.001,49356.354,49097.312,
SL1[55],-0.215,0.232,-0.591,0.15,0.001,0.001,49683.65,49012.147,
SL1[56],-0.944,0.179,-1.228,-0.656,0.001,0.001,49479.727,49353.519,
SL1[57],-0.134,0.131,-0.346,0.072,0.001,0.0,49510.193,48996.669,
SL1[58],-0.183,0.084,-0.32,-0.052,0.0,0.0,50598.16,49985.327,
SL1[59],0.394,0.122,0.2,0.591,0.001,0.0,48833.892,48716.646,
SL1[60],-0.256,0.102,-0.416,-0.091,0.0,0.0,49806.554,48854.338,
SL1[61],-0.143,0.087,-0.284,-0.008,0.0,0.0,49388.581,49257.349,
SL1[62],-0.051,0.082,-0.179,0.081,0.0,0.0,49834.501,48921.021,
SL1[63],0.34,0.124,0.139,0.536,0.001,0.0,50481.863,50172.465,
SL1[64],-0.269,0.191,-0.571,0.036,0.001,0.001,50328.318,50130.855,
SL1[65],-0.01,0.136,-0.228,0.207,0.001,0.0,50126.147,49309.697,
SL1[66],-0.004,0.141,-0.229,0.22,0.001,0.0,48839.679,49017.192,
SL1[67],0.089,0.115,-0.091,0.277,0.001,0.0,49652.198,48826.519,
SL1[68],-0.504,0.104,-0.667,-0.336,0.0,0.0,46324.03,48102.97,
SL1[69],0.167,0.207,-0.172,0.489,0.001,0.001,49832.208,49703.183,
SL1[70],-0.42,0.109,-0.59,-0.241,0.0,0.0,50001.637,50069.631,
SL1[71],-0.046,0.202,-0.368,0.278,0.001,0.001,50789.433,49210.598,
SL1[72],-0.383,0.072,-0.497,-0.268,0.0,0.0,50952.673,49834.126,
SL1[73],0.126,0.095,-0.029,0.274,0.0,0.0,50481.768,49053.104,
SL1[74],-0.458,0.078,-0.582,-0.333,0.0,0.0,49904.749,48731.949,
SL1[75],-0.233,0.233,-0.607,0.139,0.001,0.001,49485.028,49379.462,
SL1[76],-0.34,0.246,-0.721,0.062,0.001,0.001,49557.574,49870.584,
SL1[77],0.669,0.357,0.097,1.236,0.002,0.001,49526.436,49267.915,
SL1[78],-0.035,0.078,-0.16,0.088,0.0,0.0,49696.391,49339.163,
SL1[79],-0.148,0.111,-0.325,0.029,0.0,0.0,50049.749,48501.684,
SL1[80],-0.355,0.104,-0.517,-0.186,0.0,0.0,50133.679,49987.83,
SL1[81],-0.332,0.075,-0.454,-0.213,0.0,0.0,50577.996,49835.245,
SL1[82],0.242,0.273,-0.192,0.679,0.001,0.001,49552.864,49467.976,
SL1[83],-0.125,0.102,-0.288,0.038,0.0,0.0,49952.657,48365.254,
SL1[84],0.153,0.095,0.0,0.304,0.0,0.0,48764.745,48868.299,
SL1[85],0.021,0.101,-0.137,0.185,0.0,0.0,49586.373,48853.027,
SL1[86],-0.094,0.163,-0.362,0.162,0.001,0.001,50285.95,49759.557,
SL1[87],0.249,0.101,0.084,0.407,0.0,0.0,49066.66,49532.141,
SL1[88],-0.21,0.107,-0.38,-0.04,0.0,0.0,49889.196,49125.612,
SL1[89],0.353,0.37,-0.24,0.941,0.002,0.001,49893.411,49139.8,
SL1[90],-0.243,0.082,-0.373,-0.111,0.0,0.0,48980.12,48141.91,
SL1[91],-0.206,0.083,-0.337,-0.072,0.0,0.0,50485.432,49725.793,
SL1[92],-0.074,0.1,-0.235,0.085,0.0,0.0,49757.252,49624.23,
SL1[93],-0.083,0.114,-0.268,0.094,0.001,0.0,49808.618,49846.208,
SL1[94],0.049,0.084,-0.083,0.186,0.0,0.0,49786.404,49794.532,
SL1[95],-0.298,0.074,-0.413,-0.177,0.0,0.0,49052.793,48472.552,
SL1[96],-0.127,0.059,-0.22,-0.032,0.0,0.0,48985.488,50046.193,
SL1[97],0.09,0.358,-0.482,0.663,0.002,0.001,49398.715,48571.307,
SL1[98],0.045,0.096,-0.113,0.194,0.0,0.0,49689.47,49706.912,
SL1[99],-0.082,0.363,-0.669,0.487,0.002,0.001,49234.571,49355.06,
SL1[100],-0.121,0.107,-0.292,0.05,0.0,0.0,49956.648,50298.615,
SL1[101],-0.121,0.099,-0.281,0.035,0.0,0.0,49665.742,49132.044,
SL1[102],-0.104,0.189,-0.412,0.191,0.001,0.001,48826.141,49545.214,
SL1[103],-0.08,0.089,-0.221,0.062,0.0,0.0,50407.969,48459.341,
SL1[104],0.233,0.198,-0.092,0.538,0.001,0.001,50009.08,49918.917,
SL1[105],-0.164,0.112,-0.347,0.011,0.001,0.0,50060.841,49753.066,
SL1[106],0.261,0.241,-0.114,0.655,0.001,0.001,49863.231,49421.479,
SL1[107],-0.086,0.111,-0.263,0.092,0.001,0.0,48896.869,49306.783,
SL1[108],-0.032,0.128,-0.242,0.168,0.001,0.0,50562.931,50086.112,
SL1[109],-0.287,0.12,-0.472,-0.087,0.001,0.0,49990.173,49578.195,
SL1[110],-0.166,0.096,-0.323,-0.016,0.0,0.0,46958.714,46807.571,
SL1[111],-0.009,0.063,-0.11,0.092,0.0,0.0,49355.154,48294.136,
SL1[112],-0.163,0.157,-0.411,0.092,0.001,0.001,50292.247,49379.763,
SL1[113],0.102,0.108,-0.071,0.274,0.0,0.0,50296.351,50045.383,
SL1[114],-0.466,0.093,-0.613,-0.315,0.0,0.0,49971.271,50452.54,
SL1[115],-0.206,0.113,-0.392,-0.03,0.001,0.0,49208.351,49532.991,
SL1[116],-0.38,0.103,-0.544,-0.216,0.0,0.0,48407.787,48802.85,
SL1[117],-0.492,0.093,-0.642,-0.344,0.0,0.0,49865.965,49107.419,
SL1[118],-0.248,0.066,-0.35,-0.14,0.0,0.0,50465.851,49272.23,
SL1[119],0.304,0.083,0.168,0.434,0.0,0.0,50186.708,49792.314,
SL1[120],-0.488,0.116,-0.677,-0.308,0.001,0.0,49744.376,49467.186,
SL1[121],-0.218,0.068,-0.326,-0.107,0.0,0.0,49048.219,47545.021,
SL1[122],-0.389,0.1,-0.546,-0.227,0.0,0.0,49264.839,48945.644,
SL1[123],-0.479,0.116,-0.666,-0.293,0.001,0.0,49603.275,49015.495,
SL1[124],0.023,0.083,-0.111,0.154,0.0,0.0,48778.245,49051.142,
SL1[125],0.101,0.093,-0.046,0.25,0.0,0.0,50096.994,49800.267,
SL1[126],-0.265,0.101,-0.422,-0.101,0.0,0.0,50418.45,49961.475,
SL1[127],-0.278,0.113,-0.456,-0.097,0.001,0.0,49319.493,48820.66,
SL1[128],-0.141,0.07,-0.258,-0.034,0.0,0.0,50108.522,48720.677,
SL1[129],0.05,0.076,-0.07,0.174,0.0,0.0,48609.69,49454.574,
SL1[130],0.265,0.177,-0.019,0.545,0.001,0.001,50168.315,48899.092,
SL1[131],0.16,0.116,-0.029,0.342,0.001,0.0,49839.874,48284.181,
SL1[132],0.197,0.252,-0.214,0.593,0.001,0.001,50231.918,48169.391,
SL1[133],0.225,0.186,-0.072,0.518,0.001,0.001,49431.334,49917.682,
SL1[134],0.014,0.171,-0.261,0.285,0.001,0.001,50319.284,49559.898,
SL1[135],-0.487,0.079,-0.613,-0.361,0.0,0.0,50085.695,49792.769,
SL1[136],-0.105,0.094,-0.256,0.044,0.0,0.0,49954.787,49787.642,
SL1[137],-0.335,0.099,-0.495,-0.181,0.0,0.0,49230.584,48230.567,
SL1[138],-0.346,0.09,-0.494,-0.207,0.0,0.0,49130.439,49111.829,
SL1[139],-0.388,0.079,-0.516,-0.263,0.0,0.0,49903.643,49375.539,
SL1[140],0.069,0.098,-0.089,0.225,0.0,0.0,49343.707,49653.671,
SL1[141],-0.23,0.073,-0.345,-0.111,0.0,0.0,50158.454,49838.523,
SL1[142],-0.537,0.19,-0.847,-0.24,0.001,0.001,50514.02,50458.778,
SL1[143],-0.728,0.18,-1.018,-0.443,0.001,0.001,48450.584,49048.001,
SL1[144],-0.051,0.195,-0.356,0.266,0.001,0.001,49623.911,49499.175,
SL2,-0.005,0.009,-0.02,0.01,0.0,0.0,49856.283,47838.082,
SL3,0.041,0.009,0.027,0.056,0.0,0.0,50118.765,48936.321,
eps_SL,0.747,0.007,0.736,0.757,0.0,0.0,49444.318,46556.177,
lambda0[0],0.07,0.027,0.03,0.107,0.0,0.0,50820.954,50130.838,
lambda0[1],0.143,0.045,0.075,0.21,0.0,0.0,50404.226,49961.163,
lambda0[2],0.056,0.031,0.014,0.094,0.0,0.0,51046.091,49503.013,
lambda0[3],0.11,0.035,0.056,0.161,0.0,0.0,50738.379,49748.496,
lambda0[4],0.124,0.038,0.065,0.178,0.0,0.0,50088.649,50385.344,
lambda0[5],0.078,0.031,0.032,0.121,0.0,0.0,48661.065,49060.565,
lambda0[6],0.056,0.024,0.022,0.089,0.0,0.0,49577.789,49355.469,
lambda0[7],0.033,0.027,0.004,0.062,0.0,0.0,49759.109,49786.529,
lambda0[8],0.044,0.018,0.019,0.069,0.0,0.0,49530.027,49814.481,
lambda0[9],0.081,0.03,0.037,0.123,0.0,0.0,49996.487,49310.634,
lambda0[10],0.039,0.02,0.012,0.066,0.0,0.0,50871.584,49794.262,
lambda0[11],0.082,0.04,0.025,0.135,0.0,0.0,49730.337,49970.812,
lambda0[12],0.057,0.024,0.022,0.089,0.0,0.0,49947.207,49011.536,
lambda0[13],0.049,0.025,0.016,0.082,0.0,0.0,49195.431,49872.003,
lambda0[14],0.026,0.032,0.001,0.053,0.0,0.001,50659.88,49710.591,
lambda0[15],0.051,0.026,0.016,0.086,0.0,0.0,50304.147,48880.786,
lambda0[16],0.088,0.049,0.022,0.149,0.0,0.0,50143.547,48282.744,
lambda0[17],0.064,0.036,0.017,0.109,0.0,0.0,49324.535,48654.701,
lambda0[18],0.069,0.039,0.018,0.118,0.0,0.0,50235.167,49915.232,
lambda0[19],0.029,0.034,0.001,0.059,0.0,0.001,50647.129,49586.129,
lambda0[20],0.049,0.024,0.016,0.081,0.0,0.0,49641.23,49483.175,
lambda0[21],0.045,0.022,0.014,0.074,0.0,0.0,49763.915,50081.728,
lambda0[22],0.132,0.045,0.065,0.197,0.0,0.0,50269.025,49469.012,
lambda0[23],0.075,0.042,0.021,0.129,0.0,0.0,50193.812,49614.067,
lambda0[24],0.043,0.028,0.009,0.077,0.0,0.0,49923.21,49792.279,
lambda0[25],0.059,0.039,0.011,0.104,0.0,0.0,49911.317,49179.384,
lambda0[26],0.093,0.025,0.055,0.129,0.0,0.0,48964.167,49708.385,
lambda0[27],0.031,0.021,0.006,0.055,0.0,0.0,49210.423,49526.61,
lambda0[28],0.038,0.025,0.007,0.068,0.0,0.0,50306.688,49752.794,
lambda0[29],0.081,0.037,0.03,0.13,0.0,0.0,48671.906,49592.295,
lambda0[30],0.059,0.033,0.016,0.101,0.0,0.0,50303.765,48319.568,
lambda0[31],0.074,0.042,0.019,0.127,0.0,0.0,50812.63,49377.08,
lambda0[32],0.021,0.026,0.001,0.044,0.0,0.0,49652.706,49503.837,
lambda0[33],0.046,0.038,0.005,0.087,0.0,0.0,49832.964,50084.048,
lambda0[34],0.121,0.05,0.049,0.191,0.0,0.0,48719.345,50088.547,
lambda0[35],0.093,0.036,0.04,0.142,0.0,0.0,49195.784,48524.951,
lambda0[36],0.075,0.036,0.024,0.123,0.0,0.0,49502.882,48698.954,
lambda0[37],0.082,0.035,0.031,0.129,0.0,0.0,49662.278,50077.103,
lambda0[38],0.043,0.022,0.013,0.071,0.0,0.0,49611.928,49909.342,
lambda0[39],0.066,0.027,0.026,0.102,0.0,0.0,49527.977,49376.845,
lambda0[40],0.063,0.024,0.026,0.096,0.0,0.0,49159.802,48981.798,
lambda0[41],0.047,0.024,0.014,0.079,0.0,0.0,48423.315,48940.951,
lambda0[42],0.056,0.024,0.022,0.09,0.0,0.0,49318.227,49060.565,
lambda0[43],0.117,0.043,0.053,0.176,0.0,0.0,49119.564,47283.001,
lambda0[44],0.068,0.031,0.024,0.111,0.0,0.0,49703.655,49462.676,
lambda0[45],0.051,0.034,0.009,0.09,0.0,0.0,49166.931,47735.6,
lambda0[46],0.096,0.049,0.03,0.16,0.0,0.0,49705.057,49139.052,
lambda0[47],0.055,0.028,0.016,0.091,0.0,0.0,50189.843,49753.668,
lambda0[48],0.04,0.015,0.018,0.061,0.0,0.0,49298.438,48469.834,
lambda0[49],0.084,0.041,0.027,0.139,0.0,0.0,49037.636,49509.936,
lambda0[50],0.059,0.026,0.022,0.095,0.0,0.0,49687.458,49418.757,
lambda0[51],0.036,0.03,0.004,0.068,0.0,0.0,49882.042,48916.247,
lambda0[52],0.021,0.017,0.003,0.041,0.0,0.0,49761.849,48740.392,
lambda0[53],0.057,0.038,0.01,0.101,0.0,0.0,49999.54,49794.052,
lambda0[54],0.053,0.035,0.01,0.095,0.0,0.0,49838.368,49398.077,
lambda0[55],0.034,0.027,0.004,0.064,0.0,0.0,49063.361,49673.109,
lambda0[56],0.089,0.041,0.031,0.142,0.0,0.0,50498.302,48094.051,
lambda0[57],0.05,0.033,0.01,0.089,0.0,0.0,49386.741,49427.506,
lambda0[58],0.029,0.015,0.009,0.048,0.0,0.0,48894.576,48102.39,
lambda0[59],0.128,0.043,0.061,0.188,0.0,0.0,49382.9,49009.696,
lambda0[60],0.057,0.024,0.022,0.089,0.0,0.0,49758.522,50003.874,
lambda0[61],0.025,0.017,0.004,0.044,0.0,0.0,49238.753,49543.371,
lambda0[62],0.055,0.025,0.02,0.088,0.0,0.0,49642.167,49254.018,
lambda0[63],0.068,0.035,0.021,0.113,0.0,0.0,49619.995,48766.234,
lambda0[64],0.045,0.037,0.005,0.085,0.0,0.001,49487.427,49257.184,
lambda0[65],0.076,0.043,0.02,0.131,0.0,0.0,48781.121,48304.13,
lambda0[66],0.038,0.025,0.007,0.067,0.0,0.0,50241.461,49635.29,
lambda0[67],0.028,0.018,0.006,0.051,0.0,0.0,48617.001,49339.024,
lambda0[68],0.103,0.034,0.053,0.153,0.0,0.0,49993.372,49748.496,
lambda0[69],0.07,0.035,0.022,0.116,0.0,0.0,49769.976,48960.858,
lambda0[70],0.095,0.033,0.046,0.143,0.0,0.0,50019.553,48887.664,
lambda0[71],0.069,0.045,0.013,0.123,0.0,0.0,50586.749,49995.081,
lambda0[72],0.04,0.017,0.016,0.063,0.0,0.0,48981.389,49210.229,
lambda0[73],0.028,0.019,0.005,0.051,0.0,0.0,48617.746,49279.139,
lambda0[74],0.008,0.009,0.0,0.016,0.0,0.0,49597.017,48269.99,
lambda0[75],0.062,0.049,0.008,0.115,0.0,0.0,48987.615,49234.211,
lambda0[76],0.061,0.04,0.012,0.109,0.0,0.0,49470.938,49939.948,
lambda0[77],0.1,0.066,0.02,0.18,0.0,0.0,49508.307,49636.166,
lambda0[78],0.023,0.013,0.006,0.039,0.0,0.0,48639.93,49462.679,
lambda0[79],0.031,0.025,0.003,0.058,0.0,0.0,48584.009,49820.591,
lambda0[80],0.048,0.024,0.014,0.079,0.0,0.0,49318.459,49457.286,
lambda0[81],0.028,0.016,0.007,0.048,0.0,0.0,50316.166,49964.336,
lambda0[82],0.149,0.058,0.064,0.23,0.0,0.0,49764.345,49501.826,
lambda0[83],0.028,0.018,0.006,0.05,0.0,0.0,50108.076,49216.043,
lambda0[84],0.052,0.026,0.016,0.085,0.0,0.0,50107.288,49243.043,
lambda0[85],0.035,0.023,0.007,0.062,0.0,0.0,49493.126,49874.092,
lambda0[86],0.074,0.038,0.023,0.124,0.0,0.0,50463.982,49497.56,
lambda0[87],0.049,0.028,0.012,0.084,0.0,0.0,48841.15,49126.106,
lambda0[88],0.03,0.017,0.008,0.05,0.0,0.0,49298.744,48310.559,
lambda0[89],0.075,0.061,0.008,0.14,0.0,0.001,50501.168,50124.42,
lambda0[90],0.019,0.013,0.004,0.035,0.0,0.0,49160.795,48107.333,
lambda0[91],0.014,0.012,0.002,0.027,0.0,0.0,48763.87,48883.733,
lambda0[92],0.077,0.03,0.031,0.118,0.0,0.0,50131.24,50209.725,
lambda0[93],0.062,0.025,0.027,0.096,0.0,0.0,49611.122,49793.679,
lambda0[94],0.069,0.029,0.027,0.109,0.0,0.0,48983.464,49893.701,
lambda0[95],0.046,0.017,0.02,0.07,0.0,0.0,49894.739,50002.105,
lambda0[96],0.009,0.007,0.001,0.017,0.0,0.0,49208.092,49600.144,
lambda0[97],0.105,0.069,0.02,0.187,0.0,0.001,50124.756,49094.976,
lambda0[98],0.084,0.028,0.042,0.124,0.0,0.0,49532.817,49022.229,
lambda0[99],0.067,0.054,0.008,0.126,0.0,0.001,49695.438,49917.853,
lambda0[100],0.089,0.033,0.038,0.134,0.0,0.0,49776.355,49961.475,
lambda0[101],0.061,0.024,0.025,0.094,0.0,0.0,48640.412,49900.629,
lambda0[102],0.075,0.031,0.03,0.117,0.0,0.0,49187.258,49148.579,
lambda0[103],0.044,0.022,0.013,0.073,0.0,0.0,48851.173,48424.818,
lambda0[104],0.079,0.031,0.033,0.121,0.0,0.0,50193.653,49613.732,
lambda0[105],0.069,0.035,0.022,0.114,0.0,0.0,49063.163,49411.738,
lambda0[106],0.088,0.045,0.026,0.146,0.0,0.0,49944.912,49577.185,
lambda0[107],0.054,0.02,0.024,0.082,0.0,0.0,47836.008,48963.097,
lambda0[108],0.043,0.024,0.011,0.074,0.0,0.0,49161.306,49220.599,
lambda0[109],0.052,0.043,0.006,0.098,0.0,0.0,51250.312,49224.84,
lambda0[110],0.071,0.025,0.033,0.106,0.0,0.0,49394.704,49677.531,
lambda0[111],0.046,0.017,0.02,0.069,0.0,0.0,49884.838,49143.809,
lambda0[112],0.027,0.022,0.003,0.05,0.0,0.0,50267.942,50004.181,
lambda0[113],0.047,0.026,0.013,0.081,0.0,0.0,49834.213,49420.327,
lambda0[114],0.059,0.025,0.022,0.093,0.0,0.0,50392.281,49557.437,
lambda0[115],0.069,0.039,0.018,0.117,0.0,0.0,50023.59,50161.703,
lambda0[116],0.095,0.033,0.045,0.142,0.0,0.0,49909.057,48724.368,
