,mean,sd,hdi_5.5%,hdi_94.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
beta_LA[46],-2.229,0.695,-3.321,-1.099,0.003,0.002,49724.975,49661.838,
beta_LA[47],-0.824,0.475,-1.578,-0.06,0.002,0.002,50150.589,47262.667,
beta_LA[48],-1.431,0.53,-2.302,-0.616,0.002,0.002,50693.781,49553.959,
beta_LA[49],-1.253,0.617,-2.209,-0.241,0.003,0.002,47248.848,49756.418,
beta_LA[50],-1.585,0.449,-2.312,-0.876,0.002,0.001,49991.763,49503.801,
beta_LA[51],-1.354,0.584,-2.269,-0.412,0.003,0.002,48515.083,49176.437,
beta_LA[52],-1.11,0.601,-2.07,-0.146,0.003,0.002,48229.487,47677.353,
beta_LA[53],-1.043,0.697,-2.154,0.075,0.003,0.002,50350.275,48072.032,
beta_LA[54],-0.738,0.513,-1.556,0.081,0.002,0.002,49499.175,49133.115,
beta_LA[55],-1.556,0.688,-2.634,-0.44,0.003,0.002,50462.984,49501.934,
beta_LA[56],-1.403,0.662,-2.465,-0.351,0.003,0.002,48521.754,48040.424,
beta_LA[57],-1.606,0.601,-2.571,-0.647,0.003,0.002,50264.948,49676.818,
beta_LA[58],-0.992,0.486,-1.765,-0.22,0.002,0.002,49949.894,50001.57,
beta_LA[59],-1.292,0.494,-2.098,-0.519,0.002,0.002,49332.757,49451.927,
beta_LA[60],-0.593,0.464,-1.344,0.134,0.002,0.001,49746.031,48988.103,
beta_LA[61],-1.248,0.668,-2.284,-0.147,0.003,0.002,48875.233,50026.497,
beta_LA[62],-1.281,0.443,-1.992,-0.579,0.002,0.001,48480.73,46074.461,
beta_LA[63],-1.474,0.536,-2.303,-0.591,0.002,0.002,49959.548,49298.697,
beta_LA[64],-2.067,0.625,-3.078,-1.082,0.003,0.002,49279.118,49802.07,
beta_LA[65],-1.282,0.69,-2.385,-0.176,0.003,0.002,49341.536,49710.591,
beta_LA[66],-0.755,0.594,-1.714,0.176,0.003,0.002,49753.241,48718.498,
beta_LA[67],-1.297,0.651,-2.342,-0.267,0.003,0.002,49996.571,48521.485,
beta_LA[68],-1.062,0.571,-1.979,-0.164,0.003,0.002,49687.971,47825.069,
beta_LA[69],-1.665,0.633,-2.669,-0.642,0.003,0.002,50392.268,49227.123,
beta_LA[70],-1.414,0.467,-2.152,-0.666,0.002,0.001,49286.784,49272.594,
beta_LA[71],-1.278,0.629,-2.277,-0.259,0.003,0.002,49979.237,49547.419,
beta_LA[72],-0.918,0.469,-1.651,-0.152,0.002,0.001,48636.386,49835.047,
beta_LA[73],-1.101,0.534,-1.955,-0.25,0.002,0.002,50690.047,49885.263,
beta_LA[74],-1.282,0.597,-2.246,-0.333,0.003,0.002,46162.012,49282.759,
beta_LA[75],-1.565,0.781,-2.823,-0.347,0.004,0.002,49033.938,47891.478,
beta_LA[76],-0.797,0.658,-1.841,0.253,0.003,0.002,49106.474,46976.037,
beta_LA[77],-1.731,0.84,-3.064,-0.378,0.004,0.003,50199.946,49280.038,
beta_LA[78],-1.559,0.498,-2.348,-0.763,0.002,0.002,49588.036,49302.781,
beta_LA[79],-0.83,0.507,-1.648,-0.026,0.002,0.002,49681.068,48651.062,
beta_LA[80],-1.84,0.489,-2.623,-1.06,0.002,0.002,50071.391,48805.309,
beta_LA[81],-1.324,0.553,-2.188,-0.421,0.002,0.002,48948.946,49343.436,
beta_LA[82],-1.952,0.702,-3.052,-0.819,0.003,0.002,49515.166,49756.483,
beta_LA[83],-1.417,0.541,-2.289,-0.566,0.002,0.002,49716.316,49219.347,
beta_LA[84],-1.189,0.642,-2.211,-0.162,0.003,0.002,48941.432,47498.947,
beta_LA[85],-1.017,0.641,-2.044,0.0,0.003,0.002,50348.219,48591.579,
beta_LA[86],-1.837,0.573,-2.75,-0.918,0.003,0.002,49304.33,49958.692,
beta_LA[87],-1.138,0.579,-2.089,-0.243,0.003,0.002,50061.775,49960.92,
beta_LA[88],-1.526,0.539,-2.387,-0.668,0.002,0.002,50060.426,49839.542,
beta_LA[89],-1.384,0.873,-2.811,-0.028,0.004,0.003,49965.777,49585.76,
beta_LA[90],-1.335,0.522,-2.162,-0.494,0.002,0.002,50447.796,49568.112,
beta_LA[91],-0.724,0.424,-1.402,-0.043,0.002,0.001,49795.76,49900.629,
beta_LA[92],-1.721,0.47,-2.466,-0.963,0.002,0.001,49406.121,49793.199,
beta_LA[93],-1.213,0.467,-1.947,-0.457,0.002,0.001,47349.042,47676.611,
beta_LA[94],-1.858,0.455,-2.597,-1.145,0.002,0.001,50172.991,49502.99,
beta_LA[95],-1.628,0.45,-2.331,-0.9,0.002,0.001,50288.749,47956.673,
beta_LA[96],-0.638,0.607,-1.626,0.314,0.003,0.002,49381.517,49528.744,
beta_LA[97],-1.258,0.889,-2.676,0.163,0.004,0.003,50539.661,48828.93,
beta_LA[98],-1.733,0.479,-2.505,-0.977,0.002,0.002,48067.431,49485.214,
beta_LA[99],-1.714,0.803,-3.028,-0.459,0.004,0.003,49800.525,48930.217,
beta_LA[100],-1.104,0.469,-1.852,-0.355,0.002,0.001,50319.04,50514.221,
beta_LA[101],-0.887,0.485,-1.669,-0.119,0.002,0.002,50423.784,49731.284,
beta_LA[102],-1.025,0.599,-2.007,-0.091,0.003,0.002,50772.264,49185.998,
beta_LA[103],-1.48,0.564,-2.373,-0.577,0.003,0.002,49784.666,49516.025,
beta_LA[104],-1.674,0.597,-2.62,-0.714,0.003,0.002,49859.137,49580.08,
beta_LA[105],-1.551,0.587,-2.483,-0.61,0.003,0.002,49777.035,50130.865,
beta_LA[106],-1.338,0.614,-2.314,-0.359,0.003,0.002,49233.254,48596.63,
beta_LA[107],-1.263,0.41,-1.94,-0.631,0.002,0.001,48960.029,48667.941,
beta_LA[108],-0.925,0.768,-2.123,0.327,0.003,0.002,50442.305,49555.681,
beta_LA[109],-1.128,0.755,-2.328,0.088,0.003,0.002,50005.004,50428.88,
beta_LA[110],-1.211,0.511,-2.016,-0.384,0.002,0.002,49996.467,47716.509,
beta_LA[111],-0.703,0.43,-1.397,-0.029,0.002,0.001,47905.065,49665.112,
beta_LA[112],-0.934,0.554,-1.836,-0.069,0.002,0.002,50137.465,49834.069,
beta_LA[113],-1.198,0.595,-2.156,-0.25,0.003,0.002,49924.173,49464.766,
beta_LA[114],-0.892,0.416,-1.534,-0.209,0.002,0.001,45988.26,49196.283,
beta_LA[115],-0.864,0.806,-2.135,0.445,0.004,0.003,49169.964,49836.113,
beta_LA[116],-0.965,0.525,-1.813,-0.136,0.002,0.002,49611.445,49918.347,
beta_LA[117],-1.485,0.574,-2.374,-0.54,0.003,0.002,49965.102,49604.816,
beta_LA[118],-1.093,0.619,-2.078,-0.103,0.003,0.002,50546.235,49487.053,
beta_LA[119],-0.632,0.512,-1.431,0.207,0.002,0.002,48784.525,48805.091,
beta_LA[120],-0.785,0.559,-1.665,0.118,0.003,0.002,49624.205,49094.167,
beta_LA[121],-1.104,0.481,-1.848,-0.31,0.002,0.002,50386.234,49593.225,
beta_LA[122],-0.63,0.475,-1.4,0.117,0.002,0.002,49594.382,49551.888,
beta_LA[123],-1.482,0.539,-2.345,-0.631,0.002,0.002,49494.751,48230.204,
beta_LA[124],-1.141,0.498,-1.92,-0.328,0.002,0.002,49212.489,49880.916,
beta_LA[125],-1.544,0.505,-2.366,-0.75,0.002,0.002,49693.482,49371.819,
beta_LA[126],-0.808,0.554,-1.707,0.061,0.002,0.002,50438.341,49697.3,
beta_LA[127],-1.807,0.487,-2.592,-1.037,0.002,0.002,49921.567,49490.403,
beta_LA[128],-0.487,0.671,-1.563,0.579,0.003,0.002,48863.61,48828.305,
beta_LA[129],-0.943,0.403,-1.586,-0.291,0.002,0.001,50282.276,49794.319,
beta_LA[130],-1.247,0.561,-2.134,-0.34,0.003,0.002,49371.143,49873.973,
beta_LA[131],-1.517,0.569,-2.406,-0.587,0.003,0.002,49130.841,48816.686,
beta_LA[132],-1.774,0.7,-2.864,-0.631,0.003,0.002,49737.24,49710.591,
beta_LA[133],-1.29,0.555,-2.194,-0.419,0.002,0.002,49466.289,49321.026,
beta_LA[134],-1.078,0.518,-1.915,-0.265,0.002,0.002,49611.558,47763.176,
beta_LA[135],-1.143,0.49,-1.911,-0.348,0.002,0.002,49137.095,49668.242,
beta_LA[136],-1.227,0.437,-1.922,-0.523,0.002,0.001,50637.097,48387.262,
beta_LA[137],-1.097,0.539,-1.969,-0.239,0.002,0.002,48919.364,48439.095,
beta_LA[138],-0.99,0.438,-1.685,-0.291,0.002,0.001,50104.537,49554.406,
beta_LA[139],-1.409,0.523,-2.254,-0.577,0.002,0.002,49965.23,49698.239,
beta_LA[140],-0.94,0.415,-1.612,-0.281,0.002,0.001,49963.789,49957.532,
beta_LA[141],-1.252,0.472,-2.008,-0.496,0.002,0.001,49410.824,49668.493,
beta_LA[142],-1.562,0.646,-2.606,-0.551,0.003,0.002,48989.868,49075.419,
beta_LA[143],-1.431,0.596,-2.376,-0.487,0.003,0.002,49655.399,47841.323,
beta_LA[144],-1.555,0.62,-2.534,-0.562,0.003,0.002,50173.135,50211.994,
LA2,-0.033,0.039,-0.095,0.029,0.0,0.0,49660.819,48568.034,
LA3,0.558,0.036,0.501,0.617,0.0,0.0,50087.626,49160.336,
mu_LT0,-0.068,0.092,-0.215,0.078,0.0,0.0,49355.463,48730.46,
mu_LT1,0.054,0.09,-0.085,0.203,0.0,0.0,49743.002,47070.397,
mu_SL0,0.009,0.092,-0.137,0.158,0.0,0.0,49372.64,49072.017,
mu_SL1,-0.119,0.09,-0.261,0.029,0.0,0.0,49744.468,49731.284,
kappa,1.799,0.106,1.629,1.966,0.0,0.0,50057.925,48177.207,
theta,23.408,1.606,20.8,25.916,0.007,0.005,49468.075,50129.644,
mu_LA,-1.259,0.093,-1.406,-1.109,0.0,0.0,50481.634,48483.351,
