,mean,sd,hdi_5.5%,hdi_94.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
lambda0[135],0.025,0.011,0.01,0.04,0.0,0.0,50152.591,47943.41,
lambda0[136],0.096,0.033,0.046,0.143,0.0,0.0,50700.895,48387.7,
lambda0[137],0.057,0.026,0.02,0.091,0.0,0.0,49394.633,48820.688,
lambda0[138],0.084,0.029,0.04,0.126,0.0,0.0,49637.879,49905.885,
lambda0[139],0.051,0.022,0.019,0.081,0.0,0.0,49049.835,49705.726,
lambda0[140],0.098,0.034,0.047,0.147,0.0,0.0,49721.558,48143.928,
lambda0[141],0.045,0.018,0.019,0.07,0.0,0.0,50042.977,49707.753,
lambda0[142],0.12,0.054,0.044,0.191,0.0,0.0,49771.496,49699.17,
lambda0[143],0.099,0.043,0.037,0.157,0.0,0.0,48584.311,48462.481,
lambda0[144],0.14,0.056,0.059,0.218,0.0,0.0,50191.285,47587.044,
beta_LA[0],-1.708,0.575,-2.627,-0.791,0.003,0.002,50427.045,50225.189,
beta_LA[1],-1.164,0.438,-1.847,-0.454,0.002,0.001,49814.62,49162.393,
beta_LA[2],-0.834,0.48,-1.598,-0.064,0.002,0.002,47760.931,49752.594,
beta_LA[3],-1.851,0.499,-2.654,-1.055,0.002,0.002,50304.965,49500.638,
beta_LA[4],-1.549,0.521,-2.39,-0.729,0.002,0.002,49796.225,49542.538,
beta_LA[5],-1.868,0.509,-2.67,-1.044,0.002,0.002,50696.743,49834.71,
beta_LA[6],-1.612,0.453,-2.321,-0.876,0.002,0.001,50619.311,50386.086,
beta_LA[7],-1.301,0.642,-2.308,-0.265,0.003,0.002,50435.47,50471.723,
beta_LA[8],-0.926,0.424,-1.616,-0.259,0.002,0.001,49869.008,49013.525,
beta_LA[9],-1.453,0.46,-2.19,-0.729,0.002,0.001,50265.665,49096.056,
beta_LA[10],-1.322,0.506,-2.145,-0.525,0.002,0.002,48667.373,49624.23,
beta_LA[11],-1.589,0.639,-2.619,-0.584,0.003,0.002,50533.743,49599.699,
beta_LA[12],-1.738,0.461,-2.499,-1.028,0.002,0.001,49970.847,50002.377,
beta_LA[13],-0.709,0.536,-1.556,0.16,0.002,0.002,49325.7,48862.404,
beta_LA[14],-0.967,0.625,-1.956,0.038,0.003,0.002,49577.533,49417.269,
beta_LA[15],-1.261,0.577,-2.217,-0.372,0.003,0.002,49779.795,49629.295,
beta_LA[16],-1.157,0.659,-2.203,-0.103,0.003,0.002,50286.055,48262.791,
beta_LA[17],-1.104,0.669,-2.167,-0.024,0.003,0.002,49903.491,49458.192,
beta_LA[18],-0.849,0.746,-2.038,0.348,0.003,0.002,49890.614,49464.766,
beta_LA[19],-0.799,0.574,-1.73,0.101,0.003,0.002,50081.244,49016.189,
beta_LA[20],-0.977,0.561,-1.879,-0.084,0.003,0.002,50044.036,49624.822,
beta_LA[21],-1.372,0.609,-2.317,-0.367,0.003,0.002,49528.696,48859.239,
beta_LA[22],-1.879,0.566,-2.778,-0.97,0.003,0.002,49847.849,49083.153,
beta_LA[23],-0.755,0.606,-1.702,0.232,0.003,0.002,50208.68,48393.721,
beta_LA[24],-1.192,0.604,-2.161,-0.225,0.003,0.002,50619.106,49961.673,
beta_LA[25],-1.525,0.697,-2.675,-0.447,0.003,0.002,50136.981,49836.1,
beta_LA[26],-1.79,0.422,-2.479,-1.133,0.002,0.001,50249.068,50341.422,
beta_LA[27],-0.972,0.709,-2.083,0.182,0.003,0.002,50213.002,49462.207,
beta_LA[28],-1.11,0.607,-2.079,-0.148,0.003,0.002,50242.381,49633.381,
beta_LA[29],-1.802,0.539,-2.672,-0.947,0.002,0.002,49192.34,48241.665,
beta_LA[30],-0.631,0.634,-1.634,0.395,0.003,0.002,50035.965,49266.296,
beta_LA[31],-0.764,0.649,-1.779,0.288,0.003,0.002,50230.861,49605.71,
beta_LA[32],-1.226,0.745,-2.4,-0.023,0.003,0.002,50336.867,49422.504,
beta_LA[33],-1.625,0.697,-2.732,-0.504,0.003,0.002,50335.573,49421.348,
beta_LA[34],-1.826,0.58,-2.738,-0.885,0.003,0.002,49113.864,49802.07,
beta_LA[35],-1.358,0.492,-2.138,-0.572,0.002,0.002,50674.938,49143.877,
beta_LA[36],-1.146,0.531,-1.988,-0.292,0.002,0.002,49778.102,49553.459,
beta_LA[37],-1.787,0.507,-2.599,-0.98,0.002,0.002,49412.786,49266.139,
beta_LA[38],-1.897,0.549,-2.792,-1.037,0.002,0.002,50206.258,50068.946,
beta_LA[39],-1.606,0.543,-2.45,-0.71,0.002,0.002,49852.06,49077.352,
beta_LA[40],-0.877,0.404,-1.511,-0.223,0.002,0.001,50648.048,49516.397,
beta_LA[41],-1.543,0.506,-2.341,-0.722,0.002,0.002,49863.118,49245.44,
beta_LA[42],-1.642,0.425,-2.314,-0.961,0.002,0.001,50100.111,48545.601,
beta_LA[43],-0.932,0.474,-1.681,-0.166,0.002,0.002,49585.095,49060.361,
beta_LA[44],-1.185,0.504,-2.002,-0.395,0.002,0.002,50808.996,49834.301,
beta_LA[45],-1.511,0.642,-2.513,-0.469,0.003,0.002,49994.487,49504.353,
beta_LA[46],-2.237,0.688,-3.361,-1.168,0.003,0.002,49918.526,49408.592,
beta_LA[47],-0.82,0.483,-1.587,-0.045,0.002,0.002,50573.042,49203.226,
beta_LA[48],-1.447,0.537,-2.309,-0.595,0.002,0.002,49047.522,50291.855,
beta_LA[49],-1.263,0.609,-2.247,-0.298,0.003,0.002,47964.619,49214.496,
beta_LA[50],-1.588,0.439,-2.282,-0.883,0.002,0.001,49053.023,49884.629,
beta_LA[51],-1.339,0.587,-2.261,-0.384,0.003,0.002,49676.312,49872.723,
beta_LA[52],-1.108,0.591,-2.056,-0.165,0.003,0.002,49752.959,49285.587,
beta_LA[53],-1.061,0.676,-2.15,0.004,0.003,0.002,49766.475,49701.581,
beta_LA[54],-0.738,0.51,-1.529,0.1,0.002,0.002,49584.48,49089.287,
beta_LA[55],-1.55,0.688,-2.643,-0.453,0.003,0.002,49045.743,49970.812,
beta_LA[56],-1.42,0.677,-2.521,-0.361,0.003,0.002,49379.919,49307.068,
beta_LA[57],-1.595,0.608,-2.577,-0.638,0.003,0.002,49400.315,47846.444,
beta_LA[58],-0.993,0.499,-1.798,-0.201,0.002,0.002,49570.63,49793.879,
beta_LA[59],-1.283,0.477,-2.041,-0.515,0.002,0.002,49701.446,50045.265,
beta_LA[60],-0.602,0.473,-1.379,0.136,0.002,0.001,49943.973,50298.521,
beta_LA[61],-1.217,0.644,-2.236,-0.183,0.003,0.002,49941.104,48830.432,
beta_LA[62],-1.276,0.441,-1.959,-0.546,0.002,0.001,50239.77,49144.118,
beta_LA[63],-1.477,0.525,-2.315,-0.638,0.002,0.002,49253.078,49750.706,
beta_LA[64],-2.065,0.634,-3.078,-1.056,0.003,0.002,49895.742,49093.869,
beta_LA[65],-1.274,0.685,-2.349,-0.161,0.003,0.002,50589.088,50046.085,
beta_LA[66],-0.75,0.58,-1.682,0.168,0.003,0.002,50404.392,50002.089,
beta_LA[67],-1.302,0.645,-2.329,-0.28,0.003,0.002,50143.282,49683.129,
beta_LA[68],-1.075,0.564,-1.971,-0.174,0.003,0.002,49448.742,49590.69,
beta_LA[69],-1.67,0.62,-2.662,-0.687,0.003,0.002,49066.568,48663.671,
beta_LA[70],-1.435,0.461,-2.172,-0.703,0.002,0.001,49853.366,49070.429,
beta_LA[71],-1.298,0.617,-2.288,-0.32,0.003,0.002,51058.083,49783.974,
beta_LA[72],-0.916,0.465,-1.645,-0.166,0.002,0.001,49859.917,47363.634,
beta_LA[73],-1.119,0.524,-1.946,-0.275,0.002,0.002,50446.971,49003.527,
beta_LA[74],-1.284,0.59,-2.223,-0.345,0.003,0.002,50023.721,49252.055,
beta_LA[75],-1.565,0.765,-2.756,-0.312,0.003,0.002,50053.247,49877.252,
beta_LA[76],-0.804,0.662,-1.86,0.25,0.003,0.002,49642.005,49669.448,
beta_LA[77],-1.731,0.856,-3.065,-0.318,0.004,0.003,50598.103,48836.001,
beta_LA[78],-1.546,0.484,-2.308,-0.765,0.002,0.002,50394.248,49171.002,
beta_LA[79],-0.811,0.496,-1.605,-0.015,0.002,0.002,50411.164,49503.866,
beta_LA[80],-1.858,0.499,-2.642,-1.047,0.002,0.002,50507.169,49291.528,
beta_LA[81],-1.305,0.547,-2.171,-0.429,0.002,0.002,48643.043,49696.172,
beta_LA[82],-1.954,0.705,-3.077,-0.829,0.003,0.002,49549.792,48344.768,
beta_LA[83],-1.418,0.54,-2.273,-0.549,0.002,0.002,50135.72,49782.817,
beta_LA[84],-1.183,0.648,-2.19,-0.122,0.003,0.002,49900.123,49383.089,
beta_LA[85],-1.017,0.643,-2.042,0.011,0.003,0.002,50212.902,49559.659,
beta_LA[86],-1.839,0.588,-2.746,-0.866,0.003,0.002,50170.227,50040.138,
beta_LA[87],-1.164,0.589,-2.112,-0.224,0.003,0.002,50029.709,49775.727,
beta_LA[88],-1.52,0.535,-2.354,-0.645,0.002,0.002,48828.318,48417.985,
beta_LA[89],-1.388,0.862,-2.763,-0.021,0.004,0.003,49908.208,49878.177,
beta_LA[90],-1.346,0.531,-2.192,-0.495,0.002,0.002,49113.461,49827.905,
beta_LA[91],-0.72,0.418,-1.401,-0.066,0.002,0.001,49490.856,49336.661,
beta_LA[92],-1.724,0.493,-2.518,-0.946,0.002,0.002,49772.264,49546.349,
beta_LA[93],-1.227,0.483,-1.991,-0.451,0.002,0.002,48322.828,49347.56,
beta_LA[94],-1.843,0.454,-2.591,-1.137,0.002,0.001,49187.743,48752.147,
beta_LA[95],-1.639,0.457,-2.373,-0.919,0.002,0.001,49719.753,48373.052,
beta_LA[96],-0.621,0.607,-1.568,0.377,0.003,0.002,48461.687,48413.491,
beta_LA[97],-1.253,0.901,-2.715,0.158,0.004,0.003,48489.806,47633.803,
beta_LA[98],-1.717,0.466,-2.466,-0.982,0.002,0.001,50220.805,49792.449,
beta_LA[99],-1.737,0.793,-3.01,-0.482,0.004,0.002,50111.83,50209.658,
beta_LA[100],-1.094,0.462,-1.843,-0.37,0.002,0.001,49323.118,48542.862,
beta_LA[101],-0.889,0.498,-1.675,-0.09,0.002,0.002,49985.741,49750.048,
beta_LA[102],-1.028,0.602,-1.995,-0.067,0.003,0.002,47772.995,47222.409,
beta_LA[103],-1.468,0.564,-2.374,-0.577,0.003,0.002,48741.886,47219.737,
beta_LA[104],-1.649,0.598,-2.619,-0.716,0.003,0.002,48317.051,50116.58,
beta_LA[105],-1.565,0.59,-2.487,-0.613,0.003,0.002,49150.949,49564.907,
beta_LA[106],-1.31,0.615,-2.319,-0.348,0.003,0.002,49344.798,48780.797,
beta_LA[107],-1.252,0.413,-1.894,-0.573,0.002,0.001,49470.444,49877.71,
beta_LA[108],-0.916,0.772,-2.101,0.372,0.003,0.002,49386.777,49157.36,
beta_LA[109],-1.143,0.753,-2.349,0.064,0.003,0.002,48922.373,49310.845,
beta_LA[110],-1.21,0.506,-2.013,-0.398,0.002,0.002,50655.98,48406.131,
beta_LA[111],-0.686,0.437,-1.388,0.003,0.002,0.001,49695.244,48870.3,
beta_LA[112],-0.939,0.544,-1.799,-0.063,0.002,0.002,49593.464,49315.85,
beta_LA[113],-1.217,0.614,-2.178,-0.209,0.003,0.002,49531.751,50046.329,
beta_LA[114],-0.873,0.411,-1.518,-0.201,0.002,0.001,50182.773,50121.964,
beta_LA[115],-0.867,0.822,-2.17,0.456,0.004,0.003,50540.396,50404.669,
beta_LA[116],-0.956,0.519,-1.772,-0.118,0.002,0.002,49297.305,49503.919,
beta_LA[117],-1.491,0.575,-2.44,-0.603,0.003,0.002,49694.178,49669.567,
beta_LA[118],-1.121,0.628,-2.108,-0.114,0.003,0.002,48011.492,47281.252,
beta_LA[119],-0.645,0.51,-1.469,0.163,0.002,0.002,50334.649,50127.817,
beta_LA[120],-0.788,0.562,-1.684,0.108,0.003,0.002,49847.538,49418.11,
beta_LA[121],-1.105,0.484,-1.892,-0.347,0.002,0.002,49402.906,48141.593,
beta_LA[122],-0.628,0.475,-1.409,0.107,0.002,0.002,49930.867,49761.162,
beta_LA[123],-1.472,0.547,-2.329,-0.583,0.002,0.002,48832.478,47136.903,
beta_LA[124],-1.137,0.489,-1.915,-0.358,0.002,0.002,49828.385,48796.263,
beta_LA[125],-1.55,0.511,-2.37,-0.737,0.002,0.002,50349.704,49318.502,
beta_LA[126],-0.788,0.551,-1.678,0.078,0.002,0.002,49619.822,49836.113,
beta_LA[127],-1.824,0.492,-2.585,-1.013,0.002,0.002,49209.678,49917.677,
beta_LA[128],-0.475,0.659,-1.513,0.594,0.003,0.002,48050.818,49628.048,
beta_LA[129],-0.956,0.407,-1.615,-0.309,0.002,0.001,49472.197,49840.897,
beta_LA[130],-1.255,0.56,-2.14,-0.353,0.003,0.002,48677.171,49754.454,
beta_LA[131],-1.51,0.553,-2.385,-0.615,0.002,0.002,49983.972,48298.028,
beta_LA[132],-1.777,0.691,-2.868,-0.659,0.003,0.002,50195.044,49364.654,
beta_LA[133],-1.286,0.557,-2.171,-0.397,0.002,0.002,50188.386,49485.302,
beta_LA[134],-1.065,0.531,-1.907,-0.218,0.002,0.002,49684.083,49899.031,
beta_LA[135],-1.134,0.502,-1.918,-0.316,0.002,0.002,49737.445,49775.852,
beta_LA[136],-1.217,0.44,-1.93,-0.521,0.002,0.001,49774.147,49426.797,
beta_LA[137],-1.107,0.545,-1.961,-0.22,0.002,0.002,48948.909,48241.384,
beta_LA[138],-0.983,0.436,-1.679,-0.289,0.002,0.001,48644.068,48798.929,
beta_LA[139],-1.403,0.526,-2.223,-0.546,0.002,0.002,50488.864,50385.125,
beta_LA[140],-0.912,0.424,-1.587,-0.231,0.002,0.001,49597.023,48314.153,
beta_LA[141],-1.257,0.47,-2.018,-0.519,0.002,0.001,49571.369,49387.241,
beta_LA[142],-1.57,0.637,-2.604,-0.57,0.003,0.002,49837.268,49115.631,
beta_LA[143],-1.44,0.594,-2.401,-0.511,0.003,0.002,49849.383,49300.854,
beta_LA[144],-1.523,0.618,-2.507,-0.534,0.003,0.002,49471.738,49418.757,
LA2,-0.033,0.04,-0.098,0.029,0.0,0.0,50223.931,49591.132,
LA3,0.555,0.037,0.493,0.614,0.0,0.0,50592.189,50408.743,
mu_LT0,-0.061,0.091,-0.208,0.084,0.0,0.0,49078.249,48624.828,
mu_LT1,0.055,0.089,-0.087,0.197,0.0,0.0,48313.812,49545.145,
mu_SL0,0.015,0.091,-0.127,0.162,0.0,0.0,49354.835,50036.658,
mu_SL1,-0.114,0.091,-0.261,0.032,0.0,0.0,49542.655,50257.063,
kappa,1.788,0.109,1.615,1.962,0.0,0.0,49172.27,48501.051,
theta,23.517,1.625,20.838,26.011,0.007,0.005,49992.529,48647.616,
mu_LA,-1.263,0.09,-1.405,-1.115,0.0,0.0,49359.069,48352.921,
