,mean,sd,hdi_5.5%,hdi_94.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
SL1[80],-0.249,0.086,-0.394,-0.118,0.001,0.0,25697.18,15237.04,1.0
SL1[81],-0.252,0.073,-0.363,-0.131,0.0,0.0,24960.921,14868.946,1.0
SL1[82],0.325,0.355,-0.238,0.893,0.003,0.002,15790.731,14466.246,1.0
SL1[83],-0.129,0.167,-0.393,0.138,0.002,0.001,7692.942,11449.244,1.0
SL1[84],-0.003,0.104,-0.173,0.157,0.001,0.001,16224.98,13966.18,1.0
SL1[85],0.017,0.094,-0.136,0.165,0.001,0.001,26140.715,14679.183,1.0
SL1[86],-0.065,0.128,-0.263,0.147,0.001,0.001,28034.763,14433.482,1.0
SL1[87],0.232,0.095,0.078,0.38,0.001,0.0,23687.326,14839.618,1.0
SL1[88],-0.147,0.08,-0.27,-0.016,0.0,0.0,27263.609,14504.832,1.0
SL1[89],0.024,0.355,-0.535,0.599,0.002,0.002,21825.024,14842.168,1.0
SL1[90],-0.159,0.073,-0.274,-0.042,0.0,0.0,27696.771,15728.024,1.0
SL1[91],-0.142,0.065,-0.247,-0.04,0.0,0.0,26718.243,13236.798,1.0
SL1[92],-0.086,0.088,-0.227,0.056,0.001,0.0,28192.938,15114.226,1.0
SL1[93],-0.03,0.093,-0.184,0.113,0.001,0.001,31735.84,16079.639,1.0
SL1[94],0.004,0.081,-0.12,0.138,0.001,0.001,22005.567,15365.199,1.0
SL1[95],-0.176,0.063,-0.274,-0.073,0.0,0.0,29079.745,14040.58,1.0
SL1[96],-0.046,0.092,-0.186,0.107,0.001,0.001,8279.102,11443.722,1.0
SL1[97],0.081,0.524,-0.756,0.905,0.004,0.004,16011.096,14842.248,1.0
SL1[98],-0.015,0.178,-0.292,0.276,0.002,0.002,5355.213,9122.462,1.0
SL1[99],-0.1,0.431,-0.789,0.578,0.003,0.003,16045.595,15629.026,1.0
SL1[100],0.092,0.149,-0.155,0.321,0.002,0.001,8757.9,11797.134,1.0
SL1[101],-0.173,0.085,-0.306,-0.036,0.001,0.0,26564.922,14997.099,1.0
SL1[102],0.226,0.181,-0.08,0.499,0.001,0.001,23577.856,16445.627,1.0
SL1[103],-0.195,0.075,-0.312,-0.073,0.0,0.0,26767.465,14119.534,1.0
SL1[104],0.067,0.214,-0.277,0.407,0.002,0.001,17133.681,14884.246,1.0
SL1[105],-0.24,0.096,-0.393,-0.087,0.001,0.0,33035.997,14707.828,1.0
SL1[106],-0.198,0.402,-0.854,0.432,0.004,0.003,10666.062,12667.829,1.001
SL1[107],-0.039,0.09,-0.188,0.099,0.001,0.001,27398.789,14716.155,1.0
SL1[108],-0.197,0.301,-0.661,0.295,0.006,0.004,2344.814,4877.219,1.0
SL1[109],-0.323,0.143,-0.554,-0.098,0.001,0.001,12592.313,13756.94,1.0
SL1[110],-0.275,0.088,-0.411,-0.132,0.001,0.0,27231.522,13969.239,1.0
SL1[111],0.024,0.056,-0.066,0.111,0.0,0.0,25269.343,14267.765,1.0
SL1[112],0.203,0.232,-0.18,0.562,0.002,0.002,11792.978,14001.742,1.0
SL1[113],-0.006,0.092,-0.158,0.139,0.001,0.001,26105.574,15321.649,1.0
SL1[114],-0.493,0.079,-0.623,-0.37,0.0,0.0,28892.318,14736.015,1.0
SL1[115],-0.368,0.125,-0.563,-0.163,0.001,0.001,28530.613,14832.159,1.0
SL1[116],-0.805,0.256,-1.225,-0.41,0.004,0.003,3701.066,7218.321,1.0
SL1[117],-0.291,0.078,-0.415,-0.167,0.0,0.0,29936.551,14237.994,1.0
SL1[118],-0.312,0.059,-0.404,-0.216,0.0,0.0,25557.219,15505.334,1.0
SL1[119],0.088,0.12,-0.105,0.277,0.001,0.001,9742.322,13044.327,1.0
SL1[120],-0.41,0.096,-0.562,-0.255,0.001,0.0,29825.026,14158.518,1.0
SL1[121],-0.192,0.062,-0.292,-0.093,0.0,0.0,26431.621,14541.365,1.0
SL1[122],-0.267,0.088,-0.407,-0.124,0.001,0.0,25282.245,14877.187,1.0
SL1[123],-0.455,0.21,-0.795,-0.123,0.003,0.002,6886.836,10101.516,1.0
SL1[124],-0.051,0.068,-0.158,0.058,0.0,0.0,25244.399,14672.913,1.0
SL1[125],0.109,0.077,-0.012,0.233,0.0,0.0,29585.79,15793.469,1.0
SL1[126],-0.393,0.091,-0.542,-0.252,0.001,0.0,26714.707,14670.568,1.0
SL1[127],-0.264,0.095,-0.414,-0.111,0.001,0.0,27833.328,15383.427,1.0
SL1[128],-0.101,0.088,-0.243,0.04,0.001,0.001,12908.756,15082.811,1.0
SL1[129],0.049,0.07,-0.062,0.161,0.0,0.0,24012.714,14263.29,1.0
SL1[130],0.328,0.229,-0.037,0.691,0.002,0.001,17550.946,14616.142,1.0
SL1[131],0.078,0.097,-0.073,0.237,0.001,0.001,23551.069,14458.269,1.0
SL1[132],-0.005,0.254,-0.411,0.4,0.002,0.002,21277.85,14065.905,1.0
SL1[133],0.052,0.241,-0.34,0.429,0.002,0.002,10699.361,14373.8,1.0
SL1[134],-0.314,0.225,-0.681,0.041,0.002,0.001,17246.74,14665.891,1.0
SL1[135],-0.434,0.068,-0.542,-0.325,0.0,0.0,27576.376,14922.212,1.0
SL1[136],-0.091,0.077,-0.216,0.03,0.0,0.0,29617.271,15295.94,1.0
SL1[137],-0.368,0.091,-0.507,-0.217,0.001,0.0,28298.386,15083.129,1.0
SL1[138],-0.234,0.086,-0.365,-0.091,0.001,0.0,22632.074,15159.466,1.0
SL1[139],-0.328,0.075,-0.448,-0.207,0.001,0.0,21819.524,14808.273,1.0
SL1[140],0.163,0.115,-0.023,0.345,0.001,0.001,14025.504,15819.255,1.0
SL1[141],-0.254,0.063,-0.357,-0.155,0.0,0.0,24660.109,14027.295,1.0
SL1[142],-0.172,0.177,-0.442,0.122,0.001,0.001,24352.75,16036.455,1.0
SL1[143],-0.605,0.165,-0.868,-0.342,0.001,0.001,30132.96,15067.903,1.0
SL1[144],0.027,0.255,-0.37,0.441,0.002,0.002,18332.93,14743.684,1.0
SL2,-0.001,0.012,-0.021,0.018,0.0,0.0,9015.024,12668.69,1.0
SL3,0.055,0.012,0.037,0.075,0.0,0.0,10121.587,13658.786,1.0
lambda0[0],0.045,0.023,0.011,0.077,0.0,0.0,18730.285,12683.033,1.0
lambda0[1],0.111,0.037,0.053,0.166,0.0,0.0,25223.268,14008.353,1.0
lambda0[2],0.087,0.033,0.036,0.136,0.0,0.0,29561.747,13368.218,1.0
lambda0[3],0.071,0.032,0.023,0.116,0.0,0.0,22843.905,13131.536,1.0
lambda0[4],0.074,0.029,0.03,0.117,0.0,0.0,24606.174,13361.755,1.0
lambda0[5],0.058,0.028,0.015,0.097,0.0,0.0,20063.028,13312.405,1.0
lambda0[6],0.059,0.024,0.023,0.094,0.0,0.0,19801.92,13435.698,1.0
lambda0[7],0.041,0.023,0.008,0.073,0.0,0.0,19460.43,13289.789,1.0
lambda0[8],0.042,0.016,0.018,0.066,0.0,0.0,22578.047,13342.334,1.0
lambda0[9],0.069,0.027,0.027,0.108,0.0,0.0,20543.183,13121.853,1.0
lambda0[10],0.048,0.021,0.017,0.079,0.0,0.0,22252.824,11921.83,1.0
lambda0[11],0.053,0.031,0.009,0.094,0.0,0.0,20049.17,13410.757,1.0
lambda0[12],0.049,0.022,0.016,0.081,0.0,0.0,18057.579,13090.457,1.0
lambda0[13],0.044,0.019,0.014,0.072,0.0,0.0,27207.755,12785.971,1.0
lambda0[14],0.065,0.033,0.017,0.111,0.0,0.0,23028.066,11685.624,1.0
lambda0[15],0.04,0.02,0.009,0.068,0.0,0.0,18609.817,13104.176,1.0
lambda0[16],0.093,0.046,0.024,0.158,0.0,0.0,28213.017,13524.796,1.0
lambda0[17],0.045,0.026,0.007,0.08,0.0,0.0,23622.692,13169.718,1.0
lambda0[18],0.038,0.025,0.003,0.071,0.0,0.0,25062.051,13103.297,1.0
lambda0[19],0.097,0.043,0.032,0.159,0.0,0.0,29153.404,12932.265,1.0
lambda0[20],0.04,0.019,0.012,0.066,0.0,0.0,23910.372,13169.845,1.0
lambda0[21],0.03,0.017,0.005,0.053,0.0,0.0,21828.223,13277.77,1.0
lambda0[22],0.102,0.039,0.043,0.16,0.0,0.0,21630.556,13294.818,1.0
lambda0[23],0.085,0.042,0.022,0.143,0.0,0.0,23959.948,11277.371,1.0
lambda0[24],0.061,0.029,0.016,0.1,0.0,0.0,23931.743,12421.379,1.0
lambda0[25],0.064,0.034,0.014,0.109,0.0,0.0,21537.857,12919.221,1.0
lambda0[26],0.061,0.024,0.023,0.098,0.0,0.0,16876.109,12181.868,1.0
lambda0[27],0.017,0.012,0.001,0.032,0.0,0.0,19249.926,12567.188,1.0
lambda0[28],0.049,0.025,0.012,0.084,0.0,0.0,23069.572,12446.071,1.0
lambda0[29],0.077,0.036,0.021,0.127,0.0,0.0,18720.22,12791.656,1.0
lambda0[30],0.044,0.024,0.008,0.077,0.0,0.0,25300.296,11458.077,1.0
lambda0[31],0.056,0.031,0.009,0.097,0.0,0.0,29470.757,11949.167,1.0
lambda0[32],0.029,0.02,0.003,0.055,0.0,0.0,23093.038,12155.127,1.0
lambda0[33],0.065,0.034,0.013,0.111,0.0,0.0,22071.132,13394.679,1.0
lambda0[34],0.097,0.044,0.031,0.158,0.0,0.0,24706.345,14078.659,1.0
lambda0[35],0.089,0.033,0.037,0.137,0.0,0.0,23759.507,13579.059,1.0
lambda0[36],0.11,0.039,0.048,0.167,0.0,0.0,23686.174,12905.66,1.0
lambda0[37],0.061,0.027,0.019,0.099,0.0,0.0,22206.897,14308.099,1.0
lambda0[38],0.038,0.019,0.009,0.064,0.0,0.0,18686.295,13808.206,1.0
lambda0[39],0.04,0.02,0.01,0.067,0.0,0.0,22053.412,13986.733,1.0
lambda0[40],0.09,0.028,0.045,0.132,0.0,0.0,23824.952,13564.287,1.0
lambda0[41],0.05,0.023,0.015,0.083,0.0,0.0,21969.634,13893.857,1.0
lambda0[42],0.087,0.031,0.039,0.133,0.0,0.0,22507.289,15371.604,1.0
lambda0[43],0.105,0.038,0.047,0.161,0.0,0.0,28664.728,13231.103,1.0
lambda0[44],0.094,0.036,0.036,0.146,0.0,0.0,24452.134,13111.728,1.0
lambda0[45],0.044,0.026,0.007,0.077,0.0,0.0,22523.762,13896.273,1.0
lambda0[46],0.099,0.046,0.03,0.164,0.0,0.0,23983.794,14313.752,1.0
lambda0[47],0.091,0.035,0.038,0.144,0.0,0.0,25557.539,13218.329,1.0
lambda0[48],0.023,0.012,0.006,0.04,0.0,0.0,19097.591,12594.918,1.0
lambda0[49],0.076,0.035,0.022,0.125,0.0,0.0,25733.437,13514.684,1.0
lambda0[50],0.081,0.03,0.034,0.125,0.0,0.0,20528.893,13136.01,1.0
lambda0[51],0.08,0.034,0.028,0.13,0.0,0.0,23284.689,12160.467,1.0
lambda0[52],0.029,0.016,0.006,0.051,0.0,0.0,23219.495,13588.253,1.0
lambda0[53],0.05,0.029,0.009,0.09,0.0,0.0,22036.483,13077.615,1.0
lambda0[54],0.099,0.04,0.038,0.156,0.0,0.0,29685.527,13849.667,1.0
lambda0[55],0.041,0.022,0.009,0.071,0.0,0.0,24447.97,13353.913,1.0
lambda0[56],0.055,0.03,0.011,0.095,0.0,0.0,23798.911,12853.92,1.0
lambda0[57],0.057,0.029,0.014,0.098,0.0,0.0,22549.537,13988.929,1.0
lambda0[58],0.04,0.017,0.013,0.063,0.0,0.0,23976.385,14224.953,1.0
lambda0[59],0.078,0.03,0.031,0.122,0.0,0.0,22684.046,14123.242,1.0
lambda0[60],0.051,0.019,0.021,0.079,0.0,0.0,24915.717,11773.549,1.0
lambda0[61],0.018,0.011,0.003,0.033,0.0,0.0,20293.336,12791.042,1.0
lambda0[62],0.065,0.025,0.026,0.103,0.0,0.0,19676.349,13889.803,1.0
lambda0[63],0.078,0.033,0.026,0.124,0.0,0.0,21567.844,13235.216,1.0
lambda0[64],0.081,0.039,0.024,0.137,0.0,0.0,22082.89,13948.694,1.0
lambda0[65],0.046,0.028,0.007,0.084,0.0,0.0,22839.949,12227.029,1.0
lambda0[66],0.044,0.022,0.012,0.076,0.0,0.0,26075.579,12090.052,1.0
lambda0[67],0.022,0.013,0.003,0.039,0.0,0.0,21357.104,12765.267,1.0
lambda0[68],0.039,0.019,0.01,0.065,0.0,0.0,22035.706,12618.778,1.0
lambda0[69],0.059,0.03,0.013,0.1,0.0,0.0,22902.198,14320.979,1.0
lambda0[70],0.08,0.03,0.034,0.126,0.0,0.0,21733.375,14825.226,1.0
lambda0[71],0.091,0.042,0.028,0.151,0.0,0.0,26640.359,14424.833,1.0
lambda0[72],0.036,0.014,0.016,0.057,0.0,0.0,22721.171,12015.059,1.0
lambda0[73],0.044,0.02,0.014,0.074,0.0,0.0,19291.259,12240.132,1.0
lambda0[74],0.013,0.008,0.002,0.023,0.0,0.0,18363.802,12476.914,1.0
lambda0[75],0.071,0.041,0.012,0.127,0.0,0.0,23128.87,12578.857,1.0
lambda0[76],0.068,0.037,0.014,0.118,0.0,0.0,27289.755,12567.004,1.0
lambda0[77],0.089,0.05,0.016,0.156,0.0,0.0,23141.555,13738.21,1.0
lambda0[78],0.025,0.013,0.005,0.042,0.0,0.0,16906.803,12355.993,1.0
lambda0[79],0.092,0.035,0.038,0.144,0.0,0.0,26796.522,13494.79,1.0
lambda0[80],0.053,0.025,0.015,0.089,0.0,0.0,20637.107,13826.236,1.0
lambda0[81],0.025,0.013,0.005,0.043,0.0,0.0,21896.836,13361.4,1.0
lambda0[82],0.099,0.047,0.028,0.164,0.0,0.0,24427.272,14080.793,1.0
lambda0[83],0.035,0.017,0.009,0.06,0.0,0.0,20791.173,12851.465,1.0
lambda0[84],0.029,0.018,0.004,0.053,0.0,0.0,20416.982,12208.884,1.0
lambda0[85],0.027,0.016,0.003,0.048,0.0,0.0,18630.268,11801.062,1.0
lambda0[86],0.068,0.033,0.019,0.116,0.0,0.0,23721.777,13677.007,1.0
lambda0[87],0.044,0.022,0.01,0.074,0.0,0.0,19812.542,13078.859,1.0
lambda0[88],0.03,0.016,0.008,0.052,0.0,0.0,17785.925,13103.294,1.0
lambda0[89],0.064,0.042,0.006,0.119,0.0,0.0,28810.613,12185.748,1.0
lambda0[90],0.027,0.013,0.007,0.046,0.0,0.0,18290.396,12073.892,1.0
lambda0[91],0.051,0.018,0.023,0.076,0.0,0.0,27479.643,13321.342,1.0
lambda0[92],0.06,0.028,0.018,0.101,0.0,0.0,20421.918,12304.001,1.0
lambda0[93],0.075,0.027,0.032,0.115,0.0,0.0,24933.921,12720.607,1.0
lambda0[94],0.049,0.024,0.014,0.083,0.0,0.0,19356.057,14141.14,1.0
lambda0[95],0.035,0.016,0.011,0.058,0.0,0.0,15637.985,12938.822,1.0
lambda0[96],0.01,0.006,0.002,0.018,0.0,0.0,20849.99,12401.785,1.0
lambda0[97],0.044,0.035,0.0,0.087,0.0,0.0,21551.293,10956.834,1.0
lambda0[98],0.045,0.021,0.013,0.075,0.0,0.0,18107.212,13278.706,1.0
lambda0[99],0.072,0.043,0.011,0.129,0.0,0.0,21163.411,12901.254,1.0
lambda0[100],0.08,0.028,0.037,0.123,0.0,0.0,27887.193,12802.859,1.0
lambda0[101],0.06,0.024,0.023,0.094,0.0,0.0,23916.836,13360.266,1.0
lambda0[102],0.057,0.027,0.016,0.095,0.0,0.0,24547.55,13464.515,1.0
lambda0[103],0.027,0.015,0.005,0.047,0.0,0.0,18655.839,13238.73,1.0
lambda0[104],0.038,0.02,0.008,0.065,0.0,0.0,18931.137,13302.456,1.0
lambda0[105],0.044,0.024,0.009,0.077,0.0,0.0,21814.325,13633.37,1.0
lambda0[106],0.084,0.036,0.028,0.137,0.0,0.0,22664.958,12834.269,1.0
lambda0[107],0.087,0.028,0.042,0.128,0.0,0.0,23950.226,12724.703,1.0
lambda0[108],0.014,0.012,0.0,0.028,0.0,0.0,19006.199,10389.091,1.0
lambda0[109],0.044,0.031,0.002,0.084,0.0,0.0,20458.385,11461.637,1.0
lambda0[110],0.039,0.017,0.013,0.063,0.0,0.0,20083.178,13500.843,1.0
lambda0[111],0.035,0.013,0.015,0.054,0.0,0.0,25044.114,11574.284,1.0
lambda0[112],0.057,0.023,0.021,0.091,0.0,0.0,25268.079,12114.368,1.0
lambda0[113],0.047,0.023,0.012,0.08,0.0,0.0,22024.557,13710.157,1.0
lambda0[114],0.085,0.027,0.041,0.126,0.0,0.0,32955.854,13416.012,1.0
lambda0[115],0.025,0.021,0.0,0.05,0.0,0.0,21174.816,10954.379,1.0
lambda0[116],0.047,0.021,0.016,0.078,0.0,0.0,20914.452,12840.681,1.0
lambda0[117],0.031,0.017,0.006,0.054,0.0,0.0,19996.947,13480.041,1.0
lambda0[118],0.015,0.01,0.002,0.028,0.0,0.0,19791.489,12819.191,1.0
lambda0[119],0.043,0.019,0.013,0.07,0.0,0.0,25506.591,12393.758,1.0
lambda0[120],0.096,0.043,0.031,0.158,0.0,0.0,27695.557,13493.664,1.0
lambda0[121],0.041,0.018,0.014,0.066,0.0,0.0,19983.896,13472.18,1.0
lambda0[122],0.094,0.038,0.035,0.148,0.0,0.0,28406.479,12312.877,1.0
lambda0[123],0.072,0.033,0.021,0.117,0.0,0.0,21292.225,14206.317,1.0
lambda0[124],0.032,0.014,0.011,0.052,0.0,0.0,22372.145,13444.333,1.0
lambda0[125],0.026,0.013,0.007,0.044,0.0,0.0,17086.473,13125.782,1.0
lambda0[126],0.062,0.028,0.02,0.104,0.0,0.0,26713.191,11849.183,1.0
lambda0[127],0.087,0.037,0.031,0.14,0.0,0.0,21367.939,13272.427,1.0
lambda0[128],0.015,0.009,0.001,0.027,0.0,0.0,24374.385,11988.271,1.0
lambda0[129],0.061,0.02,0.029,0.09,0.0,0.0,25060.817,13116.306,1.0
lambda0[130],0.11,0.042,0.046,0.173,0.0,0.0,27661.039,12682.046,1.0
lambda0[131],0.09,0.043,0.022,0.147,0.0,0.0,22047.975,12780.358,1.0
lambda0[132],0.072,0.038,0.016,0.124,0.0,0.0,22842.922,14293.445,1.0
lambda0[133],0.094,0.038,0.036,0.149,0.0,0.0,19834.622,12210.86,1.0
lambda0[134],0.083,0.032,0.034,0.13,0.0,0.0,22559.026,13876.766,1.0
lambda0[135],0.021,0.009,0.007,0.034,0.0,0.0,17965.714,12831.7,1.0
lambda0[136],0.085,0.03,0.038,0.131,0.0,0.0,21098.901,13998.488,1.0
lambda0[137],0.048,0.021,0.015,0.077,0.0,0.0,22826.524,13153.943,1.0
lambda0[138],0.074,0.025,0.035,0.111,0.0,0.0,24322.519,13895.965,1.0
lambda0[139],0.043,0.02,0.012,0.071,0.0,0.0,20663.16,13292.189,1.0
lambda0[140],0.089,0.028,0.042,0.129,0.0,0.0,29567.383,13416.398,1.0
lambda0[141],0.037,0.016,0.012,0.059,0.0,0.0,17156.255,13279.627,1.0
lambda0[142],0.103,0.043,0.036,0.166,0.0,0.0,22499.531,13077.621,1.0
lambda0[143],0.086,0.037,0.03,0.139,0.0,0.0,26919.525,14150.802,1.0
lambda0[144],0.127,0.049,0.051,0.198,0.0,0.0,27439.034,13454.837,1.0
beta_LA[0],-2.371,0.707,-3.506,-1.259,0.006,0.004,16358.588,13008.635,1.0
beta_LA[1],-1.52,0.475,-2.293,-0.783,0.004,0.003,17930.568,13059.304,1.0
beta_LA[2],-1.196,0.507,-1.962,-0.348,0.003,0.003,22746.851,12900.143,1.0
beta_LA[3],-2.456,0.643,-3.471,-1.432,0.005,0.004,19294.475,13967.8,1.0
beta_LA[4],-2.037,0.599,-2.993,-1.092,0.004,0.003,20818.779,14590.099,1.0
beta_LA[5],-2.546,0.67,-3.594,-1.467,0.005,0.004,17650.316,13335.869,1.0
beta_LA[6],-2.174,0.579,-3.13,-1.284,0.005,0.003,15351.081,12869.146,1.0
beta_LA[7],-1.93,0.747,-3.082,-0.697,0.006,0.004,17154.185,14154.513,1.0
beta_LA[8],-1.386,0.502,-2.167,-0.573,0.004,0.003,17755.469,13518.768,1.0
beta_LA[9],-1.977,0.577,-2.901,-1.061,0.004,0.003,17465.419,14623.687,1.0
beta_LA[10],-1.836,0.605,-2.772,-0.853,0.004,0.003,18777.032,11918.795,1.0
beta_LA[11],-2.258,0.749,-3.435,-1.049,0.006,0.004,18620.096,13461.26,1.0
beta_LA[12],-2.388,0.623,-3.371,-1.388,0.005,0.004,15335.105,12534.154,1.0
beta_LA[13],-1.116,0.57,-1.974,-0.168,0.004,0.003,21841.674,14370.239,1.0
beta_LA[14],-1.482,0.673,-2.548,-0.405,0.005,0.004,20584.917,14566.461,1.0
beta_LA[15],-1.843,0.675,-2.93,-0.771,0.005,0.004,16639.153,12218.18,1.0
beta_LA[16],-1.617,0.688,-2.729,-0.558,0.004,0.004,24131.705,14004.698,1.0
beta_LA[17],-1.667,0.738,-2.839,-0.485,0.005,0.004,23216.587,14296.203,1.0
beta_LA[18],-1.428,0.789,-2.664,-0.16,0.005,0.004,21246.095,14023.909,1.0
beta_LA[19],-1.218,0.594,-2.158,-0.276,0.004,0.003,21462.336,12793.114,1.0
beta_LA[20],-1.465,0.613,-2.447,-0.493,0.004,0.003,21791.452,13010.178,1.0
beta_LA[21],-2.025,0.743,-3.252,-0.874,0.005,0.004,20517.75,14765.095,1.0
beta_LA[22],-2.333,0.628,-3.333,-1.341,0.004,0.003,20747.373,12936.944,1.0
beta_LA[23],-1.207,0.649,-2.212,-0.16,0.005,0.004,20481.292,12539.745,1.0
beta_LA[24],-1.705,0.649,-2.702,-0.633,0.004,0.003,21833.883,14512.327,1.0
beta_LA[25],-2.115,0.751,-3.333,-0.929,0.005,0.004,18908.191,14232.75,1.0
beta_LA[26],-2.376,0.578,-3.281,-1.434,0.005,0.004,14789.787,11785.679,1.0
beta_LA[27],-1.63,0.773,-2.868,-0.408,0.005,0.004,20130.792,15089.423,1.0
beta_LA[28],-1.61,0.661,-2.637,-0.537,0.005,0.004,21568.617,13063.741,1.0
beta_LA[29],-2.431,0.671,-3.462,-1.335,0.005,0.004,16491.876,13159.768,1.0
beta_LA[30],-1.075,0.663,-2.088,0.029,0.004,0.004,22653.39,13877.943,1.0
beta_LA[31],-1.193,0.675,-2.277,-0.128,0.005,0.004,22371.198,13238.857,1.0
beta_LA[32],-1.776,0.792,-3.041,-0.504,0.005,0.004,24321.959,14398.27,1.0
beta_LA[33],-2.198,0.745,-3.366,-0.993,0.005,0.004,19813.906,13653.424,1.0
beta_LA[34],-2.388,0.682,-3.464,-1.293,0.005,0.004,18755.996,15144.318,1.0
beta_LA[35],-1.825,0.559,-2.737,-0.949,0.004,0.003,20702.588,15206.807,1.0
beta_LA[36],-1.531,0.544,-2.349,-0.619,0.004,0.003,21221.274,12918.44,1.0
beta_LA[37],-2.412,0.639,-3.375,-1.339,0.005,0.004,17624.077,13642.581,1.0
beta_LA[38],-2.573,0.71,-3.737,-1.481,0.005,0.004,17912.132,14481.52,1.0
beta_LA[39],-2.227,0.677,-3.289,-1.145,0.005,0.004,18229.187,14540.162,1.0
beta_LA[40],-1.213,0.431,-1.889,-0.53,0.003,0.002,20025.105,14104.702,1.0
beta_LA[41],-2.127,0.639,-3.14,-1.115,0.005,0.004,18552.071,13585.886,1.0
beta_LA[42],-2.121,0.525,-2.934,-1.264,0.004,0.003,17501.848,13941.654,1.0
beta_LA[43],-1.303,0.495,-2.066,-0.497,0.003,0.003,23147.713,13753.627,1.0
beta_LA[44],-1.614,0.556,-2.483,-0.716,0.004,0.003,21001.243,13126.125,1.0
beta_LA[45],-2.171,0.756,-3.348,-0.939,0.005,0.004,21007.695,14963.626,1.0
beta_LA[46],-2.8,0.757,-3.997,-1.581,0.005,0.004,22616.269,13584.955,1.0
beta_LA[47],-1.19,0.517,-1.998,-0.359,0.004,0.003,21441.177,13064.635,1.0
beta_LA[48],-2.098,0.669,-3.17,-1.037,0.005,0.004,17051.389,13501.772,1.0
beta_LA[49],-1.725,0.652,-2.753,-0.681,0.004,0.003,26987.158,14595.392,1.0
beta_LA[50],-2.08,0.549,-2.945,-1.216,0.004,0.003,16561.07,12832.006,1.0
beta_LA[51],-1.831,0.632,-2.841,-0.823,0.005,0.003,20258.036,13268.026,1.0
beta_LA[52],-1.696,0.712,-2.831,-0.585,0.005,0.004,19000.336,13032.31,1.0
beta_LA[53],-1.622,0.73,-2.767,-0.426,0.005,0.004,19067.668,15069.393,1.0
beta_LA[54],-1.043,0.525,-1.881,-0.217,0.004,0.003,21962.731,12450.92,1.0
beta_LA[55],-2.152,0.767,-3.393,-0.942,0.005,0.004,21913.015,13863.097,1.0
beta_LA[56],-1.994,0.754,-3.164,-0.758,0.005,0.004,21935.922,14042.852,1.0
beta_LA[57],-2.237,0.704,-3.381,-1.159,0.005,0.004,20828.727,13190.255,1.0
beta_LA[58],-1.46,0.559,-2.342,-0.562,0.004,0.003,18789.871,13587.03,1.0
beta_LA[59],-1.732,0.561,-2.631,-0.858,0.004,0.003,19507.889,14753.733,1.0
beta_LA[60],-0.933,0.49,-1.688,-0.135,0.003,0.003,21936.011,12254.779,1.0
beta_LA[61],-1.845,0.743,-3.019,-0.657,0.005,0.004,19699.228,13723.307,1.0
beta_LA[62],-1.783,0.551,-2.642,-0.902,0.004,0.003,16115.33,13259.078,1.0
beta_LA[63],-1.969,0.596,-2.895,-0.998,0.005,0.003,17176.645,13586.186,1.0
beta_LA[64],-2.647,0.723,-3.799,-1.492,0.005,0.004,19557.321,14681.893,1.0
beta_LA[65],-1.877,0.766,-3.114,-0.662,0.005,0.004,23623.59,14834.156,1.0
beta_LA[66],-1.179,0.621,-2.177,-0.189,0.004,0.004,19534.499,14169.828,1.0
beta_LA[67],-1.956,0.742,-3.107,-0.744,0.005,0.004,18901.884,14053.902,1.0
beta_LA[68],-1.642,0.651,-2.67,-0.606,0.005,0.004,19058.001,14052.316,1.0
beta_LA[69],-2.265,0.704,-3.339,-1.096,0.005,0.004,21356.015,13511.68,1.0
beta_LA[70],-1.923,0.559,-2.774,-1.0,0.004,0.003,17624.246,14338.279,1.0
beta_LA[71],-1.768,0.658,-2.843,-0.75,0.004,0.003,22589.623,13807.841,1.0
beta_LA[72],-1.357,0.526,-2.189,-0.519,0.004,0.003,19040.998,14170.487,1.0
beta_LA[73],-1.658,0.621,-2.603,-0.636,0.005,0.004,15741.06,13676.783,1.0
beta_LA[74],-1.992,0.729,-3.089,-0.786,0.006,0.004,16642.112,14387.955,1.0
beta_LA[75],-2.116,0.805,-3.395,-0.838,0.006,0.004,21182.34,14477.386,1.0
beta_LA[76],-1.195,0.67,-2.259,-0.121,0.005,0.004,22071.853,12069.433,1.0
beta_LA[77],-2.287,0.827,-3.57,-0.911,0.005,0.004,24100.092,14541.329,1.0
beta_LA[78],-2.285,0.683,-3.355,-1.187,0.006,0.004,14846.42,12179.229,1.0
beta_LA[79],-1.219,0.522,-2.023,-0.358,0.004,0.003,22143.009,14403.93,1.0
beta_LA[80],-2.513,0.662,-3.584,-1.471,0.005,0.004,18623.305,14074.75,1.0
beta_LA[81],-1.979,0.688,-3.024,-0.834,0.005,0.004,19544.979,14472.291,1.0
beta_LA[82],-2.495,0.743,-3.707,-1.341,0.005,0.004,23754.658,15056.736,1.0
beta_LA[83],-2.042,0.666,-3.106,-0.982,0.005,0.004,17582.82,13097.103,1.0
beta_LA[84],-1.798,0.756,-2.981,-0.584,0.005,0.004,19590.487,13498.352,1.0
beta_LA[85],-1.597,0.738,-2.763,-0.401,0.006,0.004,17556.495,14299.313,1.0
beta_LA[86],-2.448,0.689,-3.492,-1.3,0.005,0.004,20136.296,13447.63,1.0
beta_LA[87],-1.718,0.681,-2.781,-0.631,0.005,0.004,18197.575,13872.79,1.0
