,subjnum,LT0,LT1,SL0,SL1,lambda0,beta_LA
0,502,0.52497645381976,0.012957114679385592,-0.5076502259709111,-0.23722728038889643,0.04139609901251093,-2.3565817833450717
1,508,-0.10195116481978743,0.2460526808180453,-0.6052438712372132,-0.012282218996846436,0.1067185524632493,-1.4934147888607754
2,510,0.16982691839944247,-0.26273797989609937,-0.5056785587654028,-0.1536007083376083,0.08300065804381213,-1.175057745205375
3,511,0.005455569442073918,-0.03341390441425045,-0.39873391662857693,-0.15810338592096182,0.06655657265611206,-2.4290794800001048
4,514,0.16104451941188658,-0.014369236074137658,-0.3649656304286954,-0.08771595967253105,0.07070100315068592,-2.012121097213903
5,515,0.32875420065954297,-0.1371795841056846,-0.6582460515704718,-0.4756117527614562,0.053273142831756395,-2.5223752529259236
6,516,-0.19312281045853874,0.18058880801523225,-0.553848667539997,-0.2050638772375839,0.0552898232106863,-2.155481516027292
7,517,0.5000386461035131,0.17587234255529255,-0.6886520459529399,-0.016391570214526308,0.03683821472797942,-1.9063808323630727
8,521,0.3729763076895998,-0.13615097871912857,-0.7421862508537918,-0.241079803963049,0.039790239582903064,-1.3649813895271965
9,522,-0.06673385542712038,0.1800223593442058,-0.4294747269065715,0.09797680226440586,0.0649821986902159,-1.9572894760480495
10,526,-1.4101938904583795,0.07375609636733374,0.32488475128131133,0.09625712974252223,0.04532703235218134,-1.8056526296215536
11,527,0.3418795995511677,0.030427903895292326,-0.9709557589507549,-0.3185540490579639,0.046901881979919985,-2.2405748995895314
12,528,0.0831910868292465,0.107369826960005,-0.5597611842514374,-0.03508605357828476,0.045713341971764215,-2.361754788384993
13,529,0.13706345174003803,-0.10771156986869232,-0.48191163222915356,-0.2786411998218019,0.04109656664403938,-1.0961731640120882
14,532,0.02722846668474226,-0.08249281464208824,-0.3811079812728291,-0.528958151188984,0.059196136991249315,-1.4584570541351165
15,534,-0.7914358761585614,-0.04899312028524504,-0.0660304682202954,-0.09550107686663667,0.036677334141602846,-1.8199145307174953
16,537,-0.37615774798124063,0.5115954128864946,0.24630618513748537,0.7067422393939452,0.08494774221441569,-1.5907432586428731
17,538,0.19277034624795603,0.1696731606789809,-0.688243487921423,-0.34748428881828,0.04005362116180523,-1.6534998569268822
18,540,-0.6430190414597305,0.29932929571295575,0.18379612585681698,0.14572436389322807,0.032228497221537145,-1.4054675675930106
19,542,0.06946632173556241,-0.03666247293047292,-0.4105118719771488,-0.2502185655532037,0.09040181441061709,-1.1919723151985893
20,543,0.025038652443781936,-0.015398164670646853,-0.5003396773106459,-0.10080866459276619,0.036816337503500246,-1.438639117089545
21,544,0.500529056684567,0.10047466404869482,-0.5927076049910276,-0.08283537696666027,0.026193807639670833,-2.0060683138864794
22,550,0.14019540806879166,-0.040253496576309646,-0.6889012673868548,-0.2584393353827179,0.09717508533468784,-2.313344051627291
23,552,-0.37024449878903887,0.18696854845611338,-0.48651983095419915,-0.14281587226128994,0.07797660882283472,-1.175807682352791
24,553,0.3337411861715894,0.13778010472242247,-0.8040903729951481,-0.1602339523916168,0.05662029148315434,-1.683609605588268
25,554,0.24480294907671224,0.12272795349224021,-0.25373967296024685,0.13231707213884908,0.057605870244758675,-2.099012225894521
26,555,-0.03198221244566118,0.29274134457502754,-0.4310354089298948,-0.06469784308949857,0.057773615617296686,-2.3417260806325606
27,556,0.41700389016417727,0.15018088014925415,-0.5636661690552714,-0.17605159416861285,0.014074646138750008,-1.6097428007312389
28,557,0.06634064695808642,-0.2915313763771703,-0.33017335997450836,-0.1137671266041153,0.04442027607677942,-1.5809309601450694
29,558,0.07353919704422374,0.02872374776430365,-0.29040010598756894,-0.22265909739542789,0.071108227043889,-2.4087289601149378
30,562,0.08026433888340725,-0.10425132951752046,-0.1505732380040255,-0.10411015180430393,0.03936862227164703,-1.0506230878158769
31,563,-0.17494472897623695,0.5269119613744144,-0.2856598145682032,0.1165046608180807,0.0511849434421268,-1.1748519773004422
32,565,0.03173348430356796,0.35125393770138935,0.2238037435379504,0.16428056245493083,0.0246714434176936,-1.7451631460976493
33,567,0.17793231350024263,-0.14585548790890707,-0.6034730267269199,-0.466654067347402,0.058756613060882645,-2.1809399424636697
34,568,-0.7216899077960757,-0.3404182543582035,-0.19948146815606838,-0.39926967050779716,0.08973786728699426,-2.3728561609671805
35,574,0.39023439347025723,-0.020853390819545285,-0.7377767830703202,-0.435888556233709,0.08547050658931957,-1.7999495984210268
36,575,-0.12314138803600942,0.14132035138272814,-0.2545780502042576,0.24155478647451567,0.10524507105013686,-1.5080265293319126
37,581,0.0832166525938392,0.015042832175229597,-0.2009431392766276,-0.22584977766156572,0.05692649098312798,-2.394461400705845
38,584,0.3148456043297445,0.11432881310564674,-0.4806801285580067,-0.06441205631512364,0.03460354410656662,-2.5479879246651658
39,586,-0.012225044585321532,-0.13353444786629703,-0.5596953862681313,-0.3674992538205872,0.03618691624648924,-2.209818057403064
40,588,0.06769029840717425,0.17354076264574353,-0.42569423847345533,0.05329332069267789,0.08772971450033695,-1.1937623414823662
41,589,0.049608204211930185,-0.03963637835153343,-0.5100588368850723,-0.02331170508513026,0.04650198418478818,-2.101966742337452
42,592,0.2590920352188712,-0.12753817252772925,-0.9380745760339416,-0.4973536436053509,0.08408225140157181,-2.0997888177151767
43,593,0.27832477445586157,-0.07494740633300212,-0.24627108095742717,-0.09978791982004126,0.0998394268418844,-1.2773141700252235
44,594,0.3034005068492671,0.01948326190371604,-0.5207291536922823,-0.08596200639434959,0.08953860785769208,-1.589934765251557
45,597,0.7662846415625568,0.05353339196772225,-0.6257452867908547,-0.10903149716939381,0.03875178071787665,-2.1510932136115732
46,599,0.1061385993304159,0.2054962267967185,-0.6363421765843134,-0.06511594924831887,0.09211196149746284,-2.7883117211693307
47,601,0.4484555845329533,-0.15729806467178492,-0.5927281579277004,-0.06552546604356643,0.08698692943202144,-1.1609841793173872
48,603,-0.34823812654140807,0.1710281281379819,-0.426873226008428,-0.0752252113971971,0.021264112229522257,-2.071673044366395
49,606,0.5410413573835708,-0.45530680992485006,-0.8609245039904643,0.01899812000573871,0.0711014614691019,-1.6949186965603964
50,607,0.06515294460263056,-0.05252079026762527,-0.5607421582335762,-0.18414435925913786,0.07750195230547796,-2.0520231097529207
51,613,0.0757613528056642,-0.04019952527471721,-0.5790969990214335,-0.08229844916053639,0.07479880481806991,-1.811235950500417
52,616,0.18953154432504754,-0.11328435330640549,-0.4153474934231114,-0.4107293810323528,0.02603524280007713,-1.6629231158431779
53,618,0.668008011943255,-0.20294216726420453,-0.43512822329344736,-0.6700224749993475,0.044081903927907305,-1.5990738836613207
54,624,0.4435825571454153,0.08304473150049652,-0.3484062842214144,0.3995267387908802,0.09355868896957154,-1.0197416398087582
55,625,0.2854420669025596,0.07504364868760696,-0.24473879627836306,-0.022536398933901455,0.03641357027506299,-2.1363836721048592
56,628,0.5140149161432803,-0.3019214339301346,-0.8123670370619467,-0.39571176980068345,0.04907589690696429,-1.973120109492916
57,629,0.0497550258093884,0.4046156861190219,-0.27938030259648844,0.03730291268934113,0.051881644151082956,-2.225036574557392
58,631,-0.0710413380898654,-0.004862711862233648,-0.4571431366004244,-0.21666424018895297,0.037613525165616536,-1.4328451948041436
59,634,-0.2365374188039082,0.18779573084199788,-0.5142908733950778,-0.02036737479724252,0.07376989966112701,-1.7077561822563139
60,636,-0.006244042363148957,-0.1891812148973412,-0.7149948251926973,-0.2678043332882854,0.04854049557230183,-0.9069420231004047
61,637,0.13418894619471872,-0.007362495783185129,-0.5812112207325133,-0.10579114456321294,0.01581592025257539,-1.8121243860697875
62,638,-0.9893315847619282,0.17677776236408327,-0.03944507389442089,0.017468437912497123,0.062042599133315564,-1.7580306112349497
63,640,-0.29740772368307256,0.210417904025205,-0.16103648637958387,0.18278633634987523,0.07358092987632378,-1.9441834307689811
64,643,-0.09096559371826901,0.21464968834270687,-0.7664276552668943,-0.11336818567145071,0.07435459328671097,-2.6342157865147646
65,645,0.11808562773711215,0.25670088477335196,-0.3662564979021075,-0.12584646261279192,0.040491907246206396,-1.8589132079968358
66,646,-0.090584684994066,0.0510960348279331,0.10141441938918846,-0.1521869678406531,0.040609091113481384,-1.152125618104482
67,650,-0.41508439846213674,-0.3882016120164442,0.03610605510706323,-0.23342435793287775,0.018918262298948878,-1.9333559394886914
68,655,-0.536227613169654,-0.16358726113199956,-0.34106563399981604,-0.4393623343517722,0.035875434173895354,-1.6224736340578738
69,656,0.4681478089751826,0.15329942473215105,-0.38376126742094174,0.2503517550807318,0.05432543087463669,-2.2488957056575254
70,661,-0.37441461000995907,-0.15481026658304597,-0.10625127339643682,-0.32544460318838886,0.07638845670163594,-1.8994182401520354
71,664,0.28978026686441927,-0.1258351127375456,-0.6208414276543681,-0.0576377109900184,0.08406023162070851,-1.7496736861714988
72,100,-0.17560235884014652,0.16404130181370913,-0.6443840979099763,-0.2945400615385707,0.03431043614948981,-1.3310297557161124
73,103,-0.3765286766975714,0.2704314762920503,-0.415808435771455,0.10866307643132173,0.04116529771819888,-1.6345895629780776
74,104,-0.5883297553159546,0.05549389638481577,-0.1089180069555861,-0.4261083553333533,0.011233372204748463,-1.9561153412697103
75,11,0.5716399629210109,-0.3777980659854449,0.2560671550813687,-0.24836592921869355,0.06326379840416185,-2.0974373328224205
76,12,-0.44393765976129596,-0.10029828999307774,-0.3149430599922725,0.18632653876819014,0.06141717226246682,-1.1694383921908742
77,13,-0.869516240872551,0.6381461603504606,0.6334382085255639,-0.2297317821880543,0.07972034555720445,-2.283083874912755
78,15,0.13849357191700634,0.09274362837825681,0.3485250195574928,-0.13515355110227867,0.02250749743088174,-2.255524297543909
79,16,0.18106016566667887,0.027077128722090046,0.3405366406558749,-0.24587019010413097,0.087324986571907,-1.1956348985559795
80,17,0.1354521759043695,-0.11192812605770114,-0.8836215843442994,-0.24849336164199287,0.04882527732075123,-2.489840828483029
81,18,-0.22923101024433828,-0.17401986366249939,0.22751846815386068,-0.25268391089227726,0.02215826959766202,-1.9551021330097447
82,19,-0.8441113095168076,0.29690012818965383,0.8838618214308028,0.32663227995966754,0.09062374932579795,-2.480322626997226
83,20,0.23906425091461714,0.11191228909081938,-0.03353420266487214,-0.1285311236415817,0.03241266429622702,-2.011392520983758
84,22,-0.8186578566529262,-0.01245157511740318,0.4251566815962551,-0.0029482073027472496,0.02512298750316861,-1.761654623791516
85,23,-0.4303807075873108,0.08833716469553379,-0.22944482039001576,0.01653906314581049,0.023644843155005535,-1.5711327407984252
86,24,0.06855577225300041,0.05824584883873293,0.7463913888853084,-0.06594465828823387,0.06272114527327377,-2.423138618449602
87,25,-0.4861407379286803,0.14199085038110648,0.5131308319183335,0.2319547698771119,0.04005088975650993,-1.689268793094182
88,26,0.37133969045630055,-0.024561726061566376,0.5563250094108902,-0.14746069388211963,0.027590595344537186,-2.1678850383090147
89,28,-0.16266298086114156,0.4515610659348477,0.9273943264623892,0.024801393294941285,0.05497823545762831,-1.94110665532149
90,29,-0.8175955479953616,0.14579570207741943,0.5307455477112791,-0.1587531047679895,0.025147163380904523,-1.9152143092672667
91,30,0.042253075755802234,0.17252976174427537,0.47440195074999825,-0.14247158713316166,0.04928361255044973,-1.0581807070368443
92,31,-0.23472776782149235,0.1963260811631828,0.6913545987485293,-0.08605514281299546,0.05566628550610952,-2.3369326206814725
93,32,-0.12715994332695923,0.18031863193441133,0.5572242774546212,-0.030384129453227354,0.07188348852147204,-1.5999598886762807
94,33,-0.15711078152021096,0.22481552538405783,0.29839397778200083,0.003661576463991368,0.04466827514233516,-2.524355298602157
95,34,-0.13666305596981243,0.22140685500038895,0.45777204156234186,-0.17630107674007,0.031894666552445154,-2.2836503156169656
96,35,-1.6061192501583044,0.17002071943389888,0.6188890601658226,-0.04729782869796294,0.009059384745019024,-1.107522927266165
97,36,-1.3434803377295301,0.03620507405112225,0.7952467257750866,0.08167183670599328,0.03486856656713361,-1.777174688619712
98,37,-1.1500532992567758,0.0623464175169101,-0.449542366796736,-0.012698210166682725,0.04118530861510459,-2.3694587382263466
99,38,-1.225050303486166,0.39862374075525175,0.5199771712112939,-0.0977665176780552,0.06291860856095105,-2.322956070580651
100,39,-1.465852119295909,0.08381651282104814,0.8180359603379592,0.09173985412940273,0.07673968670000264,-1.4470554716340995
101,40,-0.17043750671083843,0.020125041129999882,0.616867173816199,-0.17339855728095338,0.05720329861994876,-1.2913062961542456
102,41,-0.8886142148618225,0.30532999303416264,0.684657075375227,0.2273618882263792,0.05218288426836397,-1.5020641660541658
103,42,-0.14924431596621018,0.042599637905648566,0.6833635620216846,-0.1954785345650259,0.02402774306849164,-2.159965462392255
104,43,-0.09361598568802984,0.08157098984042668,0.7064587016091202,0.06695668345758335,0.03477655566451267,-2.250298661514556
105,44,0.2149170560271423,-0.15617507518630874,0.5460024127066274,-0.24068297028137475,0.03995909601187474,-2.2053619181738187
106,45,0.4759451521612761,-0.08090186057973137,0.5361397992186221,-0.1935255215720501,0.0791944290230403,-1.7907090766493816
107,46,0.15398911967379897,0.07778289935386096,0.4189621212749149,-0.03933013242158748,0.08367161963411496,-1.6329007643231845
108,48,-1.0964396083946815,0.17261907586169795,-0.12261713352532826,-0.19888746927483836,0.010891837644469767,-1.4216390959626213
109,49,-0.9315292524368117,0.28262298354762694,0.561423760576749,-0.32359881895489184,0.03687565117190175,-1.7576835793217664
110,50,0.15659301998370692,-0.03601658991953608,0.48907950428152897,-0.2748248526973419,0.03602373423258096,-1.7431497561481302
111,51,-0.4466105364577332,0.2395602516903832,0.6653035397495367,0.02401205621784594,0.03380508414780492,-1.0719172968303612
112,52,0.920486408598668,-0.27456215921756055,0.35005909407843,0.2043025296790937,0.05414906273135818,-1.3391526296106295
113,53,-0.14351869564162054,0.17578747081417387,0.5586830965983598,-0.005487582475322,0.04239760878296722,-1.7727274664549448
114,54,0.3386767185505156,-0.1472324989058737,0.5172940845206067,-0.4932607828950639,0.08264555599188123,-1.1792309399196013
115,55,0.4551800227966052,-0.28420498123321525,0.5488983243620846,-0.36850781591874426,0.019131722289304633,-1.418414502628647
116,56,-0.47851563619834353,-0.340262185503576,0.40034322833188546,-0.8074798775100945,0.0445090901193364,-1.4241756021250154
117,61,-0.1600356872480827,0.14004752077366175,0.2581002280315624,-0.2906373615007133,0.027836245291358662,-2.123246568850068
118,66,0.15671558544584274,-0.1358269007379433,0.3400991975318058,-0.3121654535617627,0.013328220822149617,-1.7115502747900915
119,68,-1.1523218920309604,0.26647959700845847,0.6667948195494268,0.08755920373647119,0.04042133644809237,-0.9973160359360731
120,69,-0.3599461997501763,0.16530509798960039,0.47303185337202974,-0.41130390449523524,0.08896994918994297,-1.167940135050642
